Sentence,Label
uang transfer sdh minggu barang tdk dikrim tdk ditlpn tdk konfirmasi pas tlpn nyata salah kasih harga barang laptop dasar lazada gak profesional sampe detik dana blm terima,negative
cepat kirim,positive
belanja zalora aja barang yg beli suka pilih produk merek promo tarik yg zalora tawar kecewa belanja zalora kualitas barang oke kirim cepet kalo barang ga sesuai tinggal return mudah belanja zalora temen udh apal kalo lihat barang yg pakai beli zalora hehe,positive
fast respon brg terima,positive
kecewa tanggap support lazada putus refund bentuk voucher lazada tulis laku verifikasi bayar pesan batal hubung dasar informasi ikan kena bayar laku bentuk voucher store credit laku mesan no voucher idcssco xxxxxxxxx gozd laku nilai voucher kalimat tau lazada licik verifikasi lazada megnembalikan bentuk voucher store credit hubung balas email barang refund dingin upa uang sisa bayar belanja rp bayar laku rp ketidakcakapan tangan customer service laku putus ketidaksinkronan sistem sdm mumpuni selesai konsumen lazada kembang rugi tenaga materi buang sia selesai arus selesai cakap cepat ragu lazada prosedur tangan konsumen daya sdm laku standar sistem lazada tahan indonesia layan rupa buruk,negative
barang sesuai foto terang barang komplit kirim cepat samapai cirebon keluh tanggap cepat vip pilih utama belanja ol,positive
jual pulsa indosat yg nominal sedia bos transaksi pln bpjs sehat lapak puas layan customet bl responsif,positive
sy salah pesan tiket tiket terbang yg terbang sy aju refund tp harga tiket an refund an,negative
alam beli online mengenakkaa belanja avt paket head unit oris aio mt blibli com tanggal april nyata tgl april status tunggu ambil kurir emang kurir jalan kaki ngambil kirim hehehehe,positive
lazada cepat kirim barang belumada kabar gimana sih keburu lebaran nih kalo maayarakat indonesia kecewa masuk mohon konfirmasi,negative
penasaran beli blibli kirain kaya e commerce eh nyata kirim beda banget super status kirim aja mending bayar ongkir dah adain aja fitur bayar ongkir harga beda dikit yg cepet sampe minimal standar kirim aja,negative
udah sen langsung bayar dibatalin live chat agent email ga tindak parah tlpn smp x dimatiin tlpnnya ajaaaaaaaaaaaaaaaaarrr burukk,negative
log in,negative
kirim bilang cepat sayang lazada laku qc awas ttg produk jual vendor seller beli charger s g harga less than rp k situ cantum produk jual original harga rupa harga promo diskon oke giur beli set barang barang sesuai janji abalabal beli produk masker wajah merk shise o iming harga diskon super murah beli produk kapok cerita pesan barang produk asli sayang sodara sodara masker kadaluarsa tera bungkus kemas kalo barang tsb expired how come you have to protect your customer guys,negative
mataharimall com for me is a great online shop their website and mobile apllication really user friendly easy to use a lot of discount and promotion fast delivery service,positive
lapak rektor sesuai wilayah jatim mudah transaksi pilih lapak area jawa timur cepat kirim ongkir thanks,positive
great brand great price and easy use,positive
best price,positive
kali belanja blibli com puas layan cepat nyampenya barang sampasampai minimal estimasi kirim sungguh kecewa blibli mes barang dr tanggal private info removed barang status tunggu jemput kurir arti barang kirim estimasi kirim besok cs blibli kompeten tindak keluh langgan x komplain dgn telefon cs blibli daftar x komplain sungguh layan buruk kecewa,negative
belanja bukalapak aman mudah percaya garansi uang,positive
laku booking tiket aplikasi tiket com laku bayar klikpay bca no id pesan berangkat tiket diissued kali hubung cs tiket com telepon domisili makassar email sabar tunggu cek rekening klikbca debet nilai pesan email tiket com tunggu konfirmasi bank tiket com helloooo tolong benah sistem bayar nasabah rugi sistem lelet,negative
olx sungguh bikin kecewa mangkel sulit ribet dsb andal olx berat hati lupa olx minimal versi,negative
blibli oke banget packingan rapi aman belanja minyak minum cokelat ttep oke ga yg pecah bocor siipp pokok,positive
nice nice,positive
bukalapak senang barang nyampe rumah sedih transaksi low respon komplen cs bukalapak yg kecewa gembira dg layan yg sopan ramah bijaksana pt bukalapak best all the best kerreeenn bngt sukses bukalapak,positive
mes tiket kereta api mobile browser aware menu mesan kursi pisah keluarga parah kereta api sedia ganti kursi tiket pesan,negative
good quality product but i think need more variant of product to sell,positive
salam fraud bukalapak moga mati susah tiada henti d batas,negative
cari motor bekas kab sidoarjo aja muncul motor payaaah enak versi,negative
promo timbul selesai sgt tdk muas cenderung rugi langgan sdh kali kecewa,negative
belanja bl senang aman karna cakup butuh barang trims bl,positive
best sale in everything,positive
sempet sen sepatu tokped tulis sih ready nyata ga ready udah gitu gaada konfirmasi kalo produk abis pas udah sampe ngeh kalo produk sen abis komplen alesannya karna produk abis gabisa dikembaliin abis toko beda beli celana udah gaada produk main tuker barang aja beda banget barang ken beli dateng udah gitu lowquality banget tolong coba saring penjual bener niat jual sebel tau gue tokped,negative
pesan ga keberadaanya yg kirim internal lazada masuk estimasi produk ga kunjung,negative
pelyanan cs yg bis chat aja buruk lengkap mahal dripada ecommerce yg,negative
jasa tiket com proses cari beli tiket mudah cepat senang kali proses beli tiket sukses konfirmasi sms ponsel ngechek buka email bandara accepted ponsel konfirmasi tiket,positive
terang beli yg blibli com yg kecewa tanggal tarik buah hp yg iklan blibli com hp merek lenovo vibe shot warna graphite grey harga rp laku bayar metode klikpay status transaksi hasil tanggal email beli batal blibli alas beli handphone harga pasar uang trasfer kerja imbal voucher harga rb hubung live chat konsumen blibli com yg kasi opsi laku bayar selisih harga sungguh geleng kepala konsumen yg percaya blibli kecewa blibli com barang yg jual blibli com yg harga laku bayar batal alas salah teknis harga pasar so who know,negative
tiket com yg dasar booking hotel segi harga traveloka seringkali murah harga hotel banding tiket com,negative
barang apple iphone s gb rose gold no pesan private info removed terima kronologi mesan laku tanggal juni tanggal juli barang terima kirim jakarta cibubur estimasi kirim jun to jul minggu barang kirim tanggal juni ref to status pesan barang say abutuhkan hadiah mudik tanggal juni tanggal juni telepon customer care info nomor kirim info tanggal sore barang kirim via jne laku kece system jne nyata nomor kirim temu tanggal juni hubung jne kaget nyata barang kirim jne tanggal juni cs blibli barang kirim tanggal juni sore laku kece website jne temu barang kirim tanggal juni tanggal juni spontan tipu telepon customer care kali lihat concerns difollow up cs jne informasi terima hubung jne blibli merchant bantu progress kirim barang telepon cs blibli kali info blibli hubung jne tawar cs blibli langsung ambil barang kantor jne nya langsung barang ditrack posisi tanggal juni airway bill diissue tawar kirim yes biaya sepenuh tanggung respons cs blibli cs blibli info tindak nyata laku kait opsi moga layan goods delivery customer care tingkat ajar terima kasih,negative
order status dipendingnya bangetttttttttt bayar online pakai kartu kredit,negative
senang belanja tokopedia lancar dlm y gak tau transaksi batal tgl nov dgn alas dana terima udh kirim tuh duit k rek tokopedia banking sms milik suami kirim laku bank mandiri k bca tokped hrsnya bnr dunk cek jgn maen cpt tolak udh gt complain k csnya tetep bil transaksi no tsbt batal krn blm terima kirim suruh lampir screen shot bukti transfer bukti banking sms cm sms doang dr bank mandiri hp suami yg jadul gak bs screen shot tp tetep ngeyel tu y udh sy fotoin an tu sehpnya saking jengkel udh gt cs tokpednya bil sd masuk suruh pilih pesan ulang uang dibalikkim lbh milih kapok belanja tokped udh dimintain data rek bil proses x jam dr nov csnya bil lg proses smpai nov kgk ad dana masuk kirim email pd hr gak direspon cek tgl nov lum ad masuk anggap amal kl gak direspon trs tau aja nyata tokopedia ad nama tp layan inappropriate content removed untung cm jg duit bs pakai yg jd pelangganny hati aja searching jg yg digituin sm tokped emg tu konfirmasi lancar br mikir lg dl emg lancar mgkn langgan laen ad yg kena bs kayak berhatilah tgl balas email lg tgl nov udh balas tp ribet lg dgn ulang no rek mesan lg tu no rekening uh sy ksh nk rek suami krn mesan pake banking suami ak bil kn bs kirim bank jg alesan apalg,negative
pribadi puas promo yg tawar blibli jujur harga main websitenya senang mudah akses mudah erti ragam bayar mudah laku produk kualitas kw palsu expired garasi point rewards untung website online no indonesia blibli com alam belanja online moga blibli com tahan kualitas terima kasih,positive
beli main mobilan anak barang terima nyata rusak roda blakang pecah udah rongsok poko duhhh deh blanja lazada udah gitu gak sesuai banget ama gambar gambar warna kirim warna hikss,negative
sih besok gw order iphone s gw lihat orang posting rugi buyer nya gw mikirmikir dehh order lazada buruk gw lazada jual online bagus ternyataa aja,negative
kecewa ubah aplikasi olx yg mohon koreksi biar langgan,negative
up date info,positive
voucher adakan free ongkir indonesia,positive
proses refund berbelit gue dah ngajuin refund tanggal maret janji bayar tgl maret busukkk layan jelek kapok,negative
belanja kali dilazada puas cuman barang headset seinnheiser ii telat kirim buah tas harga k beli flashdisk flash sale gb harga k pas barang cacat pakai returned beli tablet kendala bayar tunggu minggu nyata batal protes cs cs ngasih kompensasi duit proses beli baterai bolt minggu lazada barang terima barang batal bener bener gajelas,negative
very good,positive
sept beli hp asus zenfone gold gb ram nomor pesan barang terima packaging rapih fisik cacat hp nyala charge mohon perhati blibli barang cek tangan customer jujur pertamakali coba beli barang blibli kecewa telpon customer care update data produk internet coba nyata status pesan tunggu kurir barang moga masuk kritik bangun blibli,negative
the best choice of ecommerce in indonesia because have free tax free shipping many voucher promotion good job mataharimall com,positive
mostly the price more expensive than other store,negative
tanggal desember pkl lunas bayar pesan no order private info removed xiaomi redmi note g lte grey smartphone gb ram gb garansi distributor jasa rpx transfer atm bca konfirmasi blibli com estimasi barang kirim tanggal desember pesan terima status tanggal december tunggu kurir hubung customer care kali tanggal december tim customer care blibli com konfirmasi jasa rpx overload kirim cc customer care blibli com tawar kompensasi biaya kirim kalo terima kompensasi barang terima blibli com gagal penuh janji pesan kirim tanggal desember cc blibli com logistik konfirmasi trustedcompany com harap perhati blibli com kena pesan terima tanggal december hubung customer care kali telpon email livechat koordinasi logistik moga kali obat kecewa blibli com perhati terima kasih br hendra irawan,negative
nanya nih pesan ransel amooba backpack blaster via bayar debit btn online bayar tuh menit wkatu bayar habis jdi gimana tuhh pesan kirim via penbayarannya ubah cod pesan batal,negative
transaksi private info removed kartu kredit debet kali customer service tanggap lelet lot selesai lempar bank terbit kartu sistem bukalapak,negative
oke,positive
dana lambat sulit cari tombol hubung langsung adminnya toped kooperatif,positive
cs cepat tanggap jam dana verifikasi cepat barang jual ongkir gratis utama puas belanja mataharimall puluh transaksi muas,positive
proses mesan bayar lancar transfer bank tiket com buka rekening bayar bank transfer bank batas bayar jam jam beli langsung website pt kai bayar harap tampil nama timpang nya no virrual account nya kali tiket com bingung terima kasih,positive
ngorder barang utk kirim bal udah nunggu minggu batal lazada seller stock habis tdk pemberitahuan stock barang,negative
x order sy batal sistem yg kosong yg gak yg bikin emosi yg batalin sistem tp uang gak full divpotong rb transaksi curi kedok olshop,negative
order tanggal maret estimasi kirim tanggal april tanggal april kirim status tunggu ambil kurir order cair bersih mobil gila minggu tunggu ambil kurir ambil botol cair bersih mobil sang kurir butuh minggu langsung tulis review tapa singgah padepokan cewek kalo kirim dasawarsa kali kontak cs blibli kali live chat kali telpon mohon maaf informasi ya erti orang cowok cewek samar orang lihat ramai csnya perintah kalimat nomor manager personil duduk personilnya bonafit order batal uang follow up hubung email telpon nihil uang hasil uras keringat hilang kalo beli susu untk anak blibli blibli engkau buruk belanja blibli nyoba resiko tanggung teman derita lapor ni toko polisi tri dagang lembaga lindung konsumen http www perlindungankonsumen id index php layan pengaduanbarangda kalo teman rawan jokowi tolong lapor beliau teman prabowo lapor beliau mari tulis review saudara bangsa tanah air derita alami,positive
langgan olshopku,positive
mataharimall com service was excellent and i recommend it as the best online stores in southeast asia,positive
membooking tiket promo kartu kredit citibank master disc rb beli kartu yg masuk kartu kredit citibank master masuk kode voucher nya hitung harga normal promo potong ribu laku otomatis masuk kode voucher alamai bayar harga normal menyadarai potong laku booking nya laku halaman iklan promo bookingan lagnsung via web kecewa seakan tunggu silap beli,negative
beli jbl speaker micro wireless bukalapak lapak lapak gadget janji barang oem barang nyata palsu lapak oem arti palsu lapak gadget salah arti oem komplain customer service tanggap profesional lindung lapak barang palsu jual iklan barang mohon ylki pegang merek jbl tindak toko lapak gadget bukalapak com,negative
keren cs nya ramah sopan transaksi aman,positive
lazada usaha cocok hidup indonesia blackberry yg arogan buka server indonesia cepat lambat lazada tinggal indonesia lazada arrogan seller website basis ecommerce seller mitra lazada seller sulit hidup menjadj seller lazada sulit buka account verifikasi ktp tabung bank alamat dll sulit edit gambar latar putih sulit tuju produk sulit lazada gemar promo palsu harbolnas promo free ongkir jabodetabek tanggung seller janji lazada ganti rugi ongkir bohong belaka lazada dukung ukm indonesia teman yg jual lazada keluh produk gilas serbu produk asing harga miring bayang buah gelang silver harga rp impor masuk ongkir masuk akal tuhan pikir pantes beli pesan barang nyata cancel orang sellernya negeri pasang harga barang indonesia lazada cepat nomor dukung seller wujud cepat bangga jual lazada lazada memdapat order notifikasi order masuk notifikasi email applikasi mobile temu beda program bukalapak tokopedia bukalapak notifikasi order buka account kirim sms mudah seller merespon order masuk cepat kirim lazada usaha asli indonesia dukung usaha asing modal asing lazada dukung industri indonesia buka pintu barang impor produksi asing lebar lebar ragu nasionalisme lazada dukung usaha indonesia bukalapak tokopedia sistem mature adil usaha sekian jual beli lazada sila pikir mas jual beli produk website lazada hati arogansi wujud bangkrut seller buyer mitra sejati ecommerce wassalam,negative
konfirmasi tiket tlp cs kirim kodebookingnya tingkat sistem harga jempol deh terima kasih,positive
kecewa blanja blibli com beli asus zenfone laser zekl smartphone silver ram gb gb garansi resmi barang rumah lengkap rom gb hp produk indonesia kepri batam asus produk indonesia hp ringan kamera buram dasar inappropriate content removed jual inti blibli com tipu blibli com tipu kecewa cek screnshot http prntscr com daug http prntscr com dauba hati hati ya blanja online,negative
pasang iklan aja eh iklan taruh kemarin kecewa,negative
peking rapi kirim cepat,positive
a big salute to blibli yg kirim bear brand pcs bukittinggi dg free ongkir periode kirim yg kalender ga rupa yg wajar krn barang yg kirim berat wajar barang terima dlm penyok krn jalan barang yg customer aman belanja blibli jamin mutu blibli sedia produk butuh sehari yg mudah manja customer terkadang sulit cari barang sy kunci yg call center or live chat nya blibli klo ttg produk yg butuh krn sy coba to blibli mhn tingkat layan tawar,positive
tokopedia solusi aman belanja online,positive
order udah estimasi yg bikin kecewa komplain csnya beda cs a bilang proses emas cs b antri kirim cs c proses emas gitu kemarin udah lega antri kirim barusan nanya via live chat telepon nyata proses emas ya tuhan bilang sih iya maksimal proses nyata sampe order sy kaya jalan nggak deh belanja orami kalo promo tarik pengirimannyaa bener nguji sabar,negative
senin sen sepatu league zalora jam proses gue gatau secepet selasa nya jam pagi tau sms kurir nanya gue rumah engga jam siang kurir dateng ngasih barang gue cod udah cepet kualitas barang bagus ga ngecewain deh thanks zalora,positive
godspeed,positive
tampil mudah nali ribet simpel bobot,positive
kali belanja blibli com alami hambat salah salah isi alamat layan blibli com cepat tanggap monitor hubung barang alamat belanja aman layan muas ragu pilih blibli com review lhoo hehehe,positive
tolong hitung ongkir tik sdh kali tolak pesan barang berat kilo hitung kilo salah hitung ongkir kpn krna mash rugi reputasi buruk tolak pesan salah bukalapak sndri tepokjidat,negative
mes sonyflashdiskgb bayar harga seller happy shop rosnani barang kantor buka kotak cium beres langsung colok laptop teks model nama sony manufacture cek barang kw nyata kenal lazada barang kwnya hadddduuh,negative
sy order barang tgl nov pagi dgn no order private info removed barang dtg kmd salah paket nama alamat kirim salah sdh isi produk beda alamat kirim kantor yg terima mgkn security meja reseptionis paket blibli sy sdh pede klo paket yg sy tunggu krn mmg sy yg belanja blibli krn semangat rumah sy buka packingnya sy liat terlbh lembar surat list produk yg pes sy kaget nyata barang yg sy pesan sy cek nama alamat beda sy lgsung telp cs blibli dgn mba tiwi bilang aja lacak terlbh esok sy coba telp utk terima cs miko blm msh dlm kece sy kabar update lg esok esok cs miko jumat tgl nov hubung sy bilang selasa kurir yg dtg utk ambil produk yg salah ya sy berat krn barang yg sy lapor ambil sdg barang pesan sy nasib krn msh blm lacak selasa siang blm kabar kurir sy kontak cs blibli dgn wanda sy tdk yg muas sabar atur jemput produk utk barang yg salah aneh knp yg pikir barang yg salah sdgkan sy lapor kesana kesini utk bgmana nasib barang pesan sy detik kmn barang pesan sy tsb blm jg tunggu tunggu tunggu halo sdh tgl batas kirim barang blm jg status barang pesan sy sy terima barang untung sy tdk beli barang elektronik barang mahal sy beli kosmetik pcs lipstick sbg customer dimana klo beli barang ditunggu puas yg sy terima kecewa emosi sy blibli ganti produk yg kirim sy sy hrs tunggu barang yg tdk tdk sy jg sbg customer batas sabar utk tunggu kecewa kapok belanja seumur sy belanja online tp kali sy bener kecewa aplg blibli masuk online shop yg iklan sdg genjarnya sayang servicenya kecewa,negative
belanja blibli ga ribet barang kirim cepat packing aman bgt beli kecap botol kaca nyampe rumah botol aman ga pecah packingnya pake bubble wrap double lindung ga nyesel belanja blibli,positive
estimasi barang tanggal juli pas live chat tgl barang kirim ulang butuh kerja live chat udah mencak gak kasih aja tgl agustus barang blm batal baramg ntar tgl agustus tolak kurir dipake apantih barang udah mubazir beli,negative
as i had more than one experience shopping in mataharimall i never feel dissapoint the product was so great like it was displayed on the picture mataharimall also provide the tracking information so it became easier for me to know and the price were very cheap and something that girl like was discount in my opinion you had a great job serving us who really busy and have no time to go shopping in offline store thank you my dear,positive
trusted seller,positive
muas orang jadwal padat,positive
layan mudah benah sistem retur rugi konsumen seller,positive
tanggap balas blibli com kena reviews nya hubung perihal produk kamis ganteng lenovo ideapad s kuid hitam notebook n gb inch dos segel layar rusak bergarisgaris garansi check online nyata barang pesan selasa maret hubung blibli com tulis review x hubung customer care blibli com solusi bohonhi customer care blibli com janji nyata laksana pertanggungjawaban sungguh layan kecewa terima kasih,negative
blibli salah ecomerce online yg belanja percaya recomended,positive
nyata korban ya lazada pas baca nominal sampe juta bilang tanggal desember order token pln nila rb batal sistem alhasil proses refund dana isi formulir refund online dana direfund bukti transfer ikan lazada temu bayar hati cek transfer males x ya cek mutasi sampe bilang ga masuk dana alhasil complain sekian kali capture screen mutasi transaksi lihat direfund rb beli lazada lagiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,negative
belanja bhinneka,negative
pesan lenovo vibe c minggu tgl juni tulis troli kirim tgl kemarin cek pesan proses akun lazada yg hubung twitter facebook email respon jam malam tgl email lazada pesan d batal ganti nomer pesan nya nomer pesan mohon lazada konsisten hadap janji layan nya tingkat kecewa hadap layan,negative
nyoba bayar cicil verifikasi visa eror ya pesan batal,negative
suka belanja lazada milik sistem cod kurir jujur ambil uang ikan langsung kabur telepon nomor kurir dadak aktif prihatin jujuran kurir,negative
bayar m banking internet banking dibatasin buka jam,negative
beli jam tangan casio laku bayar tanggal februari namum tanggal februari barang tangan cek pesan ket tunggu ambil kurir telpon cs kali nya jam tangan pakai nikah blibli com tunggu no pesan private info removed,positive
pesan checkout tgl desember pagi tgl siang status ubah barang kirim tgl desember mas ubah chat dgn cs x dgn standart gak solusi tunggu,negative
ongkos kirim sesuai harga kurir buyer rugi transaksi berat barang kg habis ongkir harga ongkir resi kurir ongkir bl beda mahal mohon koreksi admin bl,positive
simple goda puaaas,positive
kirim barang palsu,negative
good service,positive
cepat kirim,positive
puas belanja bukalapak proses belanja mudah barang pes sesuai harap,positive
proses mudah cepat aman,positive
track resi tulis terima gk terima nama alamat kecewa berat kalo gin gimana solusi tokopedia,negative
beli barang kartu merk ormano aluminium barang sih cepat bayar dgn cod tp pas buka kemas sobek barang cacat rusak curiga barang yg sya beli bekas orang pakai please lazada selektif lg pilih detik say kapok belanja lg lazada,negative
gan ngembaliin barang gimana bolt orion toko gadget mansion terima tgl juni drivernya eror melulu,negative
mantab ga tau mitra yg,positive
senang tokopedia temu jual dgn hrga murah pesan kecebong tokopedia pesan pensil alis merk viva yg kirim admin confirm bhwa laku salah trnyta direfund kelit ribet deh pdhl viva pensil alis perak inti perak aja sprti apalg hubung dgn uang dlm pdhl sy liat poin kecebong tokopedia n bgs ratingnya ckck oke lbi brhati lg beli online ya teman,negative
order stroller blibli com tanggal nov barang cepet banget tanggal nov rumah jawa timur terang blibli estimasi barang tanggal nov puas rena cek barang kondisi ragu belanja barang mahal online kekawatiran hilang blibli terima kasih layan muas blibli com merchant,positive
bintang ga kosongin aja yah beli barang kirim terima kasih blibli spesial,negative
tiket com muda cari tiket,positive
mes produk apple blibli dgn no pesan private info removed minggu status tunggu ambil kurir hubung cs berbeda bilang kirim tp blm ter update bilang tunggu kurir blg blm konfirmasi kait jd layan lamban pergi kota tanggal tdnya order via blibli krn barang tp nyata sesuai,negative
trusted,positive
beli hp xiaomi redmi note tanggal proses kirim nya kirim imail gak balaes bales kecewa mohon pecerahan nya,negative
kecewa lazada,negative
belanja jam tangan merk gc watch produk kirim reseller tunggu sampe minggu barang estimasi maksimal minggu hubung cs proses kirim kasih no resi jne cek jne rupa barang reseller alas alamat no telp hubung alamat yg ikan beli os nyampe trus komplain sampe kali telp cs proses nya gitu gitu aja pas cek status order barang kirim terima nerima barang sungguh kecewa yg belanja lazada barang sampe proses complain customer tanggap serius barang duit ga yg bener bener lelet tipu konsumen,negative
jos gandos,positive
harga rendah dr traveloka,positive
hati hati belanja barang ngak asli complain putar putar alibi ngak bertangung kirim jual kirim bukti bukti kalo barang terima barang nya tukar bilang barang cuman ngak hati hati belanja,negative
buruk,negative
balikin olx developer inappropriate content removed,negative
laku bayar tanggal september tanggal september kirim email kali customer care blibli com ongkir gratis tunggu barang ongkir cepat sayang barang yg kualitas layan kecewa putus laku mesan blibli com,negative
sistem bagus cepat lengkap yg takut belanja online candu belanja online,positive
trusted online company best dah,positive
transaksi pilih metode bayar mudah traksi pilih produk harga oke,positive
kali kenal blibli eh nyata orang tipu memsan barang toko online toko online t a hasil muas barang aman blibli ndak respon no pesan private info removed pesan tripod merk takara tanggal status ambil kurir resi blibli mohon tanggap,negative
belanja jd gampang mudah aman percaya kreasi moga sukses,positive
tokopedia rupa toko online yg mudah belanja belanja henat biaya takperlu ragu karna tokopedia jamin aman mudah belanja,positive
bagus servicenya oke,positive
olx manajemen jeli selera pasar ribet and susah nyari barang yg simple ga ribet mudah ga canggih susah terima pasar kasih bintang udah untung,negative
suruh bayar tapivbarang so yerjual yg,negative
transaksi finally verifikasi kerja terima kasih bukalapak com,positive
excellent,positive
nama beli barang bayar proses masak beli barang desember proses tanggal januari nggk masuk akal banget sampe minggu udah gtu refund dana nggk cuman refund via voucer voucernya cuman belanja sumpah nggk nggk banget alam beli barang blibli com cancel aja beli aja beli blibli com,negative
kali belanja bl gadget gadget yg moga bl ecek barang kirim customer kecewa wilayah khusus batam perngiriman barang elektronik biaya ribuan charge harga barang,negative
love shopping here,positive
layan enak barang sesuai pesan,positive
barang ok harga jangkau kirim aman bayar mudah dana yg mudah barang habis buka lapak ok,positive
blibli com mantap kirim cepat gratis cicil,positive
pesan tgl mei status nya tunggu ambil kurir barang nya terima,negative
tahan tingkat performa,positive
tinggal user olx mohon sistem kalo mending dibalikin,negative
,negative
ordering process verification information between sellers and buyers email correspondent from the beginning of the process until the goods received by the buyer all in accordance with the planned schedule sometimes even faster than predicted,positive
percaya kualitas,positive
tipu khusus cod aja,negative
laku beli hp tgl okt tp tgl estimasi lambat tgl okt tp barang nya butuh cek jne accros no resi nya status karawang tgl okt tp status on proses tgl urgent gudang jne ambil barang langsung d i gudang jne tgl okt tp yg dapa barang kirim almt barang esok tgl okt lg gudang jne tp enak jne alas no resi yg ikan no resi marah cek ulang sabar nyata barang kirim alamat tumpuk gudang alas kurir yg sakit barang gudang tgl okt pesan blibli kalo jasa logistic yg yg saran customer blibli kecewa proses kirim yg makan terkadang barang rusak proses kirim barang dilempar mobil kirim terima kasih kecewa proses kirim via jne ambil barang terima paket,negative
no pesan laku bayar tgl agustus preorder estimasi kirim tgl agustus tgl agustus status tunggu ambil kurir beli online shop kalo konfirmasi seller uang kes biar blibli kurir seller lambat beli pribadi kecewa ragu belanja blibli com,negative
aman adminya slalu aktif,positive
belanja bilna valentine beli buah samsung galaxy j pakai pasang kabar status pesan proses putus menelp cs bilna verifikasi kartu kredit bilang pemberitahuan kena bilang kirim email bilang email kirim verifikasi brg sy terima cs minggu brg tsb hadiah pilih refund beli brg langsung samsung store cs bilna janji dana lambat kerja lapor proses dana bilna kali email balas cs susah hubung rekomendasi belanja bilna,negative
olx versi user friendly iklan sedia nomor kontak yg bs hubung ganggu interaksi si pasang iklan si calon beli olx versi yg bagus drpd versi yg,negative
harga murah program promo murah recomended tergour yg suka iklan ya cek tiket com program promo dgn kartu kredit,positive
order galaxy note info terima voucher belanja samsung nyata ingkar alas pakai paket kartu kredit permata voucher cs lempar suruh bank permata lha tanggung blibli dunia kompensasi kecuali belanja blibli bigwish pesan iphone plus hitam tunggu minggu telpon warna hitam tolong organisasi blibli segroup jarum ga sekal tanggung merchantnya bonafide tanggung lempar merchant pesan dr merchant kirim kecewa blibli usaha zero accountability,negative
,positive
the best,positive
since the first transaction with blibli com i have never changed my option for an online shopping destination from fashion to electronic stuff i always sought blibli com as my first choice from the variety of the stuff until the payment method is the thing that impress me couldn t deny that sometimes there are few disappointing merchants that selling products that way far from the expectation but when it comes to product that sent by blibli com it always satisfy me thank you blibli com,positive
kenal company kali transaksi kecewa beli sampe beli item double mobile app nya buruk banding tokopedia muncul notifkasi putus unislnstall,negative
beli voucher minggu kirim udah pemberitauan kalo voucher udah kirim kirim pesan seller nggak dibales bantu email cs responya lot banget jam konfirmasi otomatis la gimana,negative
ras nyaman aman transaksi laku produk tawar program brand update sistem bayar pilih kartu kredit tingkat hasil transaksi kartu kredit,positive
semenjak olx ganti tampil susah akses udah protes adminnya cuek paksa pakai aplikasi olxallnallnew bagus keren keren orang gak hub langsung jual via chatt emang online efisien praktis lot jengkel pokok gak banget dehbsm olx,negative
mes hp nokia tgl juni estimasi barang tgl juli tanggal tsb rumah putus bayar cod tgl barang kirim merchant tunggu sekian nyata barang sesuai estimasi yg tera beli tanggal juli notifikasi sms lex barang kirim rumah sms lazada kirim laku maksimal kerja tgl barang rugi buyer barang buang buang tunggu barang alami kirim lambat,negative
bagus kdg kirim suka,positive
mudah konsumen,positive
belanja blanja com tarik imingiming harga murah minggu barang gak sampe awalmya bilang alas pesan over load janji barang minggu minggu barang telepon custoer srvice kali sangant kecewa blanja com pesan barang habis kecewa informasi beli telepon tunggu barang suruh hubung no hp toko jual pesan olah lepas tangan alam belanja online parahhhh belanja online lazada buka papak com tokopedia barang kirim,negative
pesan voucher indomaret seller voucher center tanggal desember tanggal desember buka akun blanja com cantum pesan kirim nomor resi ekspedisi j t ngga tracking januari buka detail pesan ditracking cari kirim pesan seller voucher seller bilang kirim paket tanggal desember tanggal januari buka tracking pesan buka rim nyasar alamat jawa barat jawa tanggal januari hubung seller refund iya seller hubung belanja com j t januari lempar tunggu kabar j t seller,negative
good point many promo extensive products free shipping cost good packaging especially for vulnerable product e g handphone delivered directly by blibli com member loyalty program points for voucher etc good web layout to be improved point shipping duration monitoring for third party vendor packaging i ve purchase tempered glass from rd party vendor the product was received in broken condition suspected from poor packaging only newspaper wrap,positive
toko online ngak pakai nominal unik bayar transaksi otomatis verifikasi bukalapak pakai nominal unik nominal unik tampung,negative
mudah nya transaksi aman jamin bukalapak nya seller harga yg variasi kurir yg pilih,positive
i like this company because many cheap things,positive
beli earphones apple jamin barang asli beli buah harga murah nyata barang imitasi komplain refund ngak repot pikir kena sial tanggal january pesan laptop hp terima tanggal january cek speaker nya fungsi telepon lazada anjur proses refund barang terima lazada tanggal january uang telpon template cs uang lazada web belanja online utama andal nyata layan lazada sungguh kecewa lazada policy refund sndiri,negative
mahal,negative
lots of good stuff but unfortunately there is rarely a big discount,positive
belanja blibli free ongkir pilih payment nya agam pakai kartu kredit transfer uang elektronik dll temu kendala bantu customer service nya responsif pokok muas layan moga tingkat,positive
keren,positive
bukalapak,negative
cair dana cepat system bayar cicil kota aja,positive
nga order lazada akh takut untung cari klu nga gaswatt dapet iphone s kaga tau bener nga liat yahh nga mending belanja langsung aja dahh,negative
pilih n ga ribet,positive
jalan inget traveloka,positive
sip beli tokopedia cepat murah aman sesuai slogan,positive
