no|title|text|senti_value;;
6706|Lazada penipu, sebaiknya dibubarkan!|Saya Bonifasius Putera Sampurna. Kesan saya soal Lazada: Kalau bayar harus cepat dan mudah, kalau minta refund lama dan susah. Saya kecewa sekali dengan Lazada. Saya membeli Asus Zenfone 2 ZE551ML - 32GB - Gold, seharga IDR 3,099,800.00. HP tersebut rusak setelah seminggu pakai, untung belum lewat masa pengembalian. HP panas, restart terus, dan baterai susah dicharge. Pantas harganya murah hhmmm. Barang sudah diterima Lazada pada tanggal 21/01/2016. Sampai sekarang (20/02/2016) belum ada dana masuk ke rekening saya. Katanya uangnya sudah dikembalikan dari tanggal 22/01/2016. Saya sudah konfirmasi langsung ke pihak BCA. Tapi katanya tidak ada dana transferan dari pihak Lazada ke rekening saya. Lampiran yang dikirimkan Lazada, ternyata form milik Lazada, bukan bukti transferan BCA. Saya berkali2 hubungi CS, katanya disuruh nunggu, 1x24 jam. Sudah 4 kali saya telpon CS dan responya sama, tidak ada solusi jelas. Sekarang malah disuruh kasih MUTASI REKENING SAYA selama 1 bulan. APA GA KETERLALUAN? ITU KAN SANGAT PRIVATE DAN TIDAK ETIS UNTUK MEMINTA ITU. Harusnya Lazada yang memberi bukti transferan bank BCA ke saya. Bukan saya yang memberi lampiran mutasi rekening saya. Ini sudah semacam penipuan menurut saya. Duit saya segitu aja ga dihargain. Apalagi kalau yang beli cuma puluhan, ratusan ribu, udah mesti relain aja kali ya. Bayangin kalau IDR 100,000.00 aja setiap orang, tapi ada 5000 pelanggan yang sama seperti saya. Wah... Banyak juga uang yang dibawa kabur Lazada. Sebaiknya negara mulai mengetatkan pengawasan online shop! Bila ada Lazada2 dan korban2 lain seperti saya... Sudah habis pikir saya... GA LAGI DEH BELANJA DI LAZADA!|1;;
"6707|Proses refund dana yang lama|""Hati-hati berbelanja di lazada. Saya termasuk pelanggan yang setia. Hampir semua keperluan terutama gadget dan aksesorisnya, saya beli via lazada. Lalu, tibalah hari naas tersebut. Pemesanan saya senilai 1.793.000 di batalkan oleh sistem setelah saya melakukan pembayaran, pada tanggal 16/1/2016. Setelah melalui proses panjang, mengisi klaim refund dll... Alhasil sampai hari ini dana refund belum saya terima. Jawaban yang saya terima """"mohon maaf atas ketidak-nyamanannya, kami sedang menindak-lanjuti ke bagian finance..."""" Ternyata saya tidak sendirian. Banyak teman2 yang mengalami hal sama dengan saya khususnya dalam proses refund. Saya sudah putuskan utk mem-black list Lazada dari pikiran dan hati saya, karena sistem dan pelayanannya yang sangat merugikan.""|1";;
6708|Mengecewakan|Pada Rabu 23 september 2015 saya melakukan transaksi di lazada karwna promo gratisan ongkos kirim dibawah 5kg dengan nomor pesanan 331999366 setelah diversifikasi lazada menginfokan lewat email kalau barangnya sudah dikirim. Tunggu punya tunggu setelah beberapa hari lazada menginfokan lewat email kalau pesanan dibatalkan. Saya bersabar dan melakukan pesanan berikutnya dengan nomor pesanan 375812296. Untuk mengantisipasi pembatalan secara sepihak terulang, saya mengemail lazada support agar memastikan barangnya dikirim, karena sebelumnya pesanan saya dibatalkan tanpa setahu saya dengan alasan kurir tak bisa menghubungi, sedang saya tak dihubungi sama sekali. Tanggapan lazada ya seperti cuek gitu. Setelah saya tunggu beberapa hari ternyata dapat email lagi yg mengatakan pesanan saya lagi2 dibatalkan sepihak oleh lazada. Menyedihkan sekali lazada yang mengakunya retail terbesar di Indonesia cuma segitu pelayanannya. Mu gkin karwna sudah banyak pelanggan. Tak sesuai dwngan yang di gembar gemborkan lewat iklan media yang cukup. Gencar. Sebelumnya pada transaksi apapun lewat olshop lain tak pernah ada kendala sama sekali. Lazada memang bikin sakit kepala. Belanja yang seharusnya tak ribet menjadi ribet kalau mempercayakannya lewat lazada.|1;;
6709|Tertipuuu Lazada!!!!!!!|Belanja Jam Tangan JACQUES LEMANS BERLIN DAY DATE (NOMOR PESANAN 352459756) DAN JACQUES LEMANS (NOMOR PESANAN 344298756) pada 13 Nov. Kemudian tgl 24 Nov dapat konfirmasi : Pesanan telah dibatalkan dikarenakan permintaan customer atau ada kendala pada pesanan yang telah dilakukan, Jika pembatalan tidak sesuai silahkan hubungi CS di www.lazada.co.id/contact. Setelah itu, menagih pengembalian dana via live chat tetapi diberi store credit. Setelah digunakan tidak bisa. Empat kali menghubungi CS via live chat, dijawab akan disampaikan ke pihak terkait tanpa ada solusi. Okelah sy ikhlaskan yg nominalnya lumayan, sama seperti rekan2 lainnya yg sudah belanja via Lazada tp ternyata bullshit. Bayangkan klo dana pembeli yg tidak jelas itu terkumpul dgn jumlah pembeli jutaan orang. Bisa dibayangkan berapa dana yang masuk ke rekening Lazada dari setoran uang konsumen uang yg kemudian ga jelas juntrungannya dengan nominal tidak sedikit. HATI2 SAJA JIKA BELANJA DI LAZADA, UJUNG2NYA BUNTUNG!!!!!!! KLO SAYA SIH KAPOOOOKKKKKKK!!!!!!|1;;
6711|MENGECEWAKAN|Pengalaman beli 2 kali di lazada SANGAT TIDAK MEMUASKAN / MENGECEWAKAN.. pengalaman beli barang tidak sesuai spec.. pertama beli RC, ktnya pakai batre charge, ternyata TIDAK. pengalaman kedua beli card reader, saat barang sampe.. barangnya RUSAK, di kembalikan posesnya SANGAT LAMA.. dikembalikan sejak 13 Oktober 2014 sampai dengan sekarang 10 Nov 2014, masih TIDAK ADA SOLUSI.. Tidak ingin kejadian untuk ketiga kalinya... BYE.. BYE.. LAZADA...|1;;
6713|Kecewa berat sama lazada penipu ini|Lazada menjual hp rusak kepada saya pada tanggal 31 desember pada tanggal yg sama hp itu saya kembalikan dan proses yg berbelit belit pun dimulai hingga sekarang apa kabarnya uang itu lazada tidak pernahemberikannya|1;;
6715|Lazada penipuan pasca pembayaran|Lazada penipuan pasca pembayaran, sudah selesai transfer order untuk pembelian smartphone xiaomi redmi note 3 Rp 2.199.000 malemnya dpt sms dari indocom kuningan pemasok barang lazada. bahwa lazada salah edit harga. akhirnya dikasih opsi pembatalan atau nambah kekurangan via transfer. saya sungguh kecewa, karena rencana smartphone itu untuk kado ulang tahun cewek saya tgl 18 feb ini.|1;;
6717|bingung cod|kemaren pas mau beli jam tangan di lazada ada pilihan 'manual transfer' dan 'cash on delivery', trus aku pilih yang 'cash on delivery',, selanjutnya pas aku masukin data diri dan alamat lengkap tapi koq diminta data-data rekening dan disuruh trasfer uangnya, katanya lagi kalo 24 jam belum ditransfer maka pesanan aku otomatis dibatalin. yang bikin bingung neh,,sebenarnya cod tu gimana ya? kalo yang aku lihat iklan di tipi tipi kan bayarnya sama petugas yang antaerin barang, bukan transfer ke bank. koq jadi ribet ya?? katanya belanja di lazada gk ribet. (itukan katanya...)|2;;
"6718|Lazada kampret|""Saya memesan tas national geographic pada tanggal 13 Oktober 2015 seharga 220.000. Awalnya saya pikir tas ini sangat murah dan lihat review nya dijual dan dikirim langsung sama natgeo nya. Akhirnya saya beli lah itu tas kamera. Setelah tanggal 20 oktober 2015 saya menerima email dr lazada bahwa pesanan saya dibatalkan karena stok barang habis (""""aneh stok habis ga diperiksa terlebib dahulu sama lazada""""). Akhirnya pada tanggal 2 desember saya telpon CS nya dan dikatakan bahwa refund saya baru diproses tanggal 23 November dan paling lama di refund pada tanggal 2 Desember. Sampai sekarang itu refund ga nongol2 di rekening saya...""|1";;
6720|ongkir sudah banyak yang tidak gratis|Awal munculnya cukup bagus dengan moto ongkir gratis seluruh indonesia dengan berat yang ditentukan, tapi belakangan malah lebih banyak yang kena ongkir, ongkirnya pun tidak tanggung2, satu barang satu ongkos, bahkan beratnya pun masih dibawah 1 kg, harusnya terhitung satu ongkir... luar biasa lazada, saya pernah coba order 3 buah memori microsd, beratnya paling2 0,4 kg, tp ongkir terhitung 3 kg karena 3 barang... sekali lagi, luar biasa|1;;
6721|hampir 3 bulan proses refund belum selesai|benar2 kecewa dengan pelayanan dari pihak lazada, mulai dr follup merchant yang sangat lambat dan sekarang bermasalah dipihak financenya yang terlalu berbelit atau memang tidak ditanggapi dengan serius. sampai sekarang refund dana saya belum selesai diproses. prematur sekali sistem kerja Lazada|1;;
6723|Lazada brengsek|beberapa waktu lalu saya belanja baju batik di lazada, sebelumnya sih sering belanja g ada masalah, g tau ahir2 ini bener2 membuat saya trauma untuk belanja di lazada lagi, kejadianya waktu saya belanja baju batik warna hitam sesuai gambar ,begitu dikirim yg dtg motif sama cuman warnanya merah ahirnya saya komplain lazada minta maaf,karena proses pengembalian juga ribet gpp baju saya kasihkan famili ,g jadi saya kembalikan ,karena saking sukanya dgn pilihan awal tadi saya pesen lagi dan dgn harapan g kliru lagi,setelah saya proses dan saya tunggu bbrpa hari datang barangnya ,begitu saya buka dengan rasa senang karena pilihan saya sdh datang, begitu saya buka ternyata memang benar dikirim warna hitam tapi beda motif alias g sama dgn yg di web, perasaan emosi dan kesal saat itu saya luapkan k pihak lazada ,ahirnya lazada minta maaf dan bla bla bla direspon kirim kurir untuk ngambil barang saya yg m dikembalikan, saya lega waktu itu dengan respon lazada mereka ngomong tidak akan terjadi hal seperti ini, begitu barang saya d ambil saya ditelpon sm lazada barang sdh diterima di lazada dan uang diproses pengembalian karena barang pilihan saya yg ada dilazada kosong, tapi knp y disitu stok tersedia mereka jawab memang begitu kan aneh hari gini sekelas lazada k acak2an, g tau kenapa saat saya lihat2 lazada tertarik dgn satu product yg buat saya belanja lagi padahal proses pengembalian blm kelar, begitu sy proses 5 hari ada barang datang dari jne saya buka sama istri saya bingung, saya g pesen baju anak2 k ada kiriman gitu, mulanya saya pikir itu kiriman dari temen istri sy tanya g , ahirnya saya cek ternyata itu pesanan jaket saya k lazada dikirimnya baju anak saat itu sy terdiam g bisa ngomong saking emosinya , sy komplain dgn umpatan yg kotor g karuan kok bisa kliru berturut2 3 kali dalam rentan waktu 1 bulan, sdh dapat dibayangkan gimana cara kerja lazada ,makanya warning buat temen2 yg suka belanja di lazada supaya hati2 kalau maui belanja di lazada, begitu ada kejadian kyk saya tetap konsumen diposisi lemah, uang sdh terlanjur masuk seenak udelnya mereka bikin prosedur ,mksh|1;;
"6724|BATAL SEPIHAK KARNA ALAMAT TIDAK TERJANGKAU???????????|""Sejujurnya saya sangat kecewa dengan pelayanan LAZADA kali ini, hari ini saya sudah telpon dengan CS LAZADA yaitu Bp. SETIA DARMA & Ibu VIDI, menurut mereka pengiriman dibatalkan karena alamat tidak terjangkau . saya sudah beberapa kali melakukan transaksi di LAZADA tapi baru kali ini DIKECEWAKAN dengan alasan yang Sangat tidak masuk akal . """" ALAMAT TIDAK TERJANGKAU """" Sangat disayangkan jika pengiriman langsung dibatalkan begitu saja tanpa konfirmasi terlebih dahulu, padahal di situ tercantum nomor telpon, seharusnya bisa dikonfirmasi dulu ke yang bersangkutan atau jika memang dirasa alamat sulit dicari oleh suplier, Bukankah pengiriman melalui lazada EXPRESS ? atau bisa dikirim ke LAZADA dulu baru dikirim ke konsumen, BANYAK CARA TANPA HARUS MEN- CANCEL ORDERAN SECARA SEPIHAK . padahal beberapa orderan yang pernah saya pesan sampai dengan selamat, SAYA HARAP ORDERAN SAYA DAPAT DIKIRIM KEMBALI terlebih lagi dana pada Kartu Kredit sudah di potong . Buktikan kalau belanja di LAZADA itu """" Gak Ribet """" sesuai dengan semboyannya .""|1";;
6725|Kapok dehhh|Aku sudah biasa belanja online shop baik untuk keperluan sendiri ataupum dititip teman. Bulan lalu lagi butuh tas simpel buat ke tempat kerja karena tas yang lama sudah mulai pudar dan talinya hampir lepas. Cari online shop yang biasa dipake tapi sayangnya ga ada warna dan model yang cocok. Males cari di mall, bru tiga toko udah ga mood jalan karena warna yang dicari juga belum ketemu. Pas buka email, mucul iklan lazada. Munculah niat buat cari tas di lazada. Eh bener, di lazada, pilihannya banyak modelnyapun aku suka. Aku pilih satu model. Keterangannya akan dikirim dari luar negeri karenanya akan makan waktu sekitar satu bulan. Sempat heran juga kok tas begitu didiskon sampe 90 persen. Dari dua jutaan jadi 262 ribu . Sayang banget aku ga sempat liat review lazada yang disini. Aku sempat googling rivew lazada tapi nemu yang bagus-bagus. Berharap semoga paketnya bisa nyampe sesuai waktu yang ditentukan. Syukurlah,,,tepat sebulan barangnya nyampe. Pak pos juga bilang katanya ada biaya tambahan. hmmm katanya free ongkir? hihi ga papalah. Yang penting barangnya udah ada. Pas dibuka....olala kualitasnya mengecewakan. Yang aku pernah beli di kaki lima aja jauh lebih kuat dari yang ini. Diisi barang berat sekilo kayaknya bakalan sobek... wew. Model, jahitan dan detailnya juga ga 100 persen sesuai tampilan di lazada. Selain itu aku ngecek di sampul pengirimannya ada tertera harga 192 ribuan. Apa maksudnya ya? Kok beda dengan yang aku bayar? 192 ribu ini harga pengirimannya atau harga tasnya? Hiks, lazada..lazada...kalo barang murahan gitu yah ga perlu dicantumkan harga yang fantastis trus didiskon sekian persen. Sekalian aja ditaroh harga yang asli. Konsumen pasti akan memaklumi jika yang diterima nanti sesuai dengan harganya. Kalo bisa juga cantumkan harga yang konsisten, baik di paket maupun diwebnya. Mau komplain ke lazada ga bisa ngasih review. Mau telepon layanan penggunanya entar sia-sia kayak lainnya yang disini. Yang penting aku udah tahu sekarang, kapok belanja di lazada. haha|1;;
6726|Parah sangat mengecewakan|Betty, Nov 25, 12:40: Dear Bapak/Ibu Indra gustana, Terima kasih telah berbelanja di Lazada.co.id. Sehubungan dengan pertanyaan Bapak/Ibu Indra mengenai status pengembalian dana untuk nomor pesanan 373321156, kami informasikan bahwa status pengembalian dana sampai dengan saat ini masih dalam proses pihak Finance. Estimasi pengembalian dana adalah 3-7 hari kerja. Mohon kesediaannya untuk menunggu. Kami harap pengembalian dana akan berlangsung cepat, dan Bapak dapat menerima kembali dananya. Sampai saya tulis ini,sepeserpun belum kembali uang saya. Padahal sudah 7 hari kerja dan besok hari sabtu. Hanya maaf,maaf dan maaf...paraaaaah..|1;;
6727|Entah gimana|Aku lagi buka website tiba-tiba ada notif hadiah gitu dari lazada. Aku dpt 2notif. Aku spin dan dpt Iphone6s. Aku udh ikutin instruksinya. Tapi, kok ga ada hasilnya ya? Comment nya positif semua, tp kok aku gabisa ya? Gangerti deh aku. Bisa direspon mungkin ulasan aku?|2;;
6728|KECEWA, Lazada barang BEKAS|Sebelumnya sy memberi rating bintang 5 untuk Lazada, tp pas pesanan terkahir sy de no order 388643966 barang Xiaomi Mi4 yang sy pesan tgl15 sept. 15 dan tiba tgl 21 sept. 15, sy sangat kecewa berat karena barang yang sy terima adalah barang BEKAAAASSSSS!?!?!? plastik segel yg biasa membungkus kotak kemasan sudah tidak ada dan di ganti dgn segel berupa sticker kecil, body HPx jg sudah lecet sana sini, padahal awalnya senang bisa dpt barang dengan diskon 300k dr harga 3jt lebih jd 2,7jt lbih. Kemudian sy pun menelpon CS lazada dan pihak lazada meminta maaf ats ketidaknyamanan yg sy alami....dan menyarankan pengembalian barang untuk di tukarkan dengan yg baru, yg bikin sy heran pda saat pengisian formulir pengembalian pada situs lazada, ada opsi untuk memilih sendiri apakah barang akan ditukar yg baru? atau pengembalian dana? dan jelas sja,,, sy memilih dtukar dgn yg baru, tp stelah sy menelepon kembali CS lazada ktax pengembalian akan di tentukan oleh pihak gudang apakah akan ditukar dgn baru atw pengembalian dana atau yg lbih parah lagi akan mnerima kmbali barang yg sama apabila ada kekurangan pada barang yg sy kembalikan,,,WTF????? EMANG SY YG PENIPU ATW PIHAK LAZADA YG PENIPU?. tp mudah2n sja pengembalian barang sy bisa berjalan lancar....AMINNNN|1;;
"6730|Lazada Kampret PENIPU.|""saya beli camera recorder, saat barang datang ternyata dikirim tampa kardus dan pada surat pengiriman dinyatakan sebagai Baju (cloth), saya langsung coba camera recorder tersebut ternyata connector kabel chargernya saja tidak cocok dengan colokan yang ada di camera. kemudian saya coba dengan menggunakan converter akhirnya battery terisi dan bisa dinyalakan. ternyata lcd pada camera tersebut ada garis (DP). kemudian saya check dudukan camera ternyata tidak cocok dengan camera tersebut. setelah itu saya kembalikan ke Lazada namun process pengembaliannya tidak jelas sampai sekarang ini. hanya maaf dan maaf atas ketidaknyamananya dan berharap... (fuck), jadi yang katanya """"Belanja TIDAK Ribet"""" malah bener bener RIBET. dan uang hilang....""|1";;
6731|PENIPU ! PEMBOHONG?!!!|Saya tdk akan memberi,rating 1 bintangpun. Lazada inonesia is the worst online shopping I HAVE EVER TRIED!!! Promo yg ada d frontpage lazada sama,sekali tidak real. Setelah saya place order, credit card di debet oleh lazada ,5 haribkemudian ada notice kalau barangnya tdk ada!!! Dan pertanyaan dr lazada apakah dananya mau dipakai,utknpembelian,brg lain atau d refund. HOW THE[inappropriate content removed]mereka deduct amount dari CC customer kalau barangnya tdk ada !!! Mestinya mrk cuma guarantee dulu kalau memang jarus check stock,ke rekanan bukannya langsung di deduct!!!! Dasar tolol!! Setelah saya pilih cancel,dan refund dana, sampai minggu ke 5 belum ada tanda tanda selesai yang mana dijanjikan,cancel refund proses 7-14hari. Kenyataannya setlah 3minggu saya check proses,cancellatiin,baru selesai, dilanjutkan dgn,proses pengembalian dana ke CC YANG MAKAN WAKTU ANOTHER 7-14DAYS !!! Sedangkan cicioan,pertama CC SAYA SDH DI!DEBET DARI TOTAL 6.6juta! Sampai hari ini saya belum terima,pemberitahuan dr lazada apakah sudah dikembalikan dana tsb apa,belum ke CC saya!!! Seolah seolah mereka sangat sungkan mengembalikan dana yang sudah,masuk ke kas mereka!! LAZADA TDK!BISA DIPERCAYA ... untrusty onlineshop!!!|1;;
6732|SANGAT SANGAT MENGECEWAKAN SAAT PEMBELIAN MENGGUNAKAN METODE BAY|Saya pun sama kecewanya !! setelah melakukan tranksaksi transfer 2 hari kemudian ada pemberitahuan via email bahwa sebagian pesanan telah dikirim dalam estimasi 5 hari kerja , namun setelah 7 hari lamanya barangnya belum ada satu kurirpun yang menghubungi saya . saya coba konfirmasi ke lazada dijawab permintaan maaf dan suruh coba cek berkala status pengiriman saya setelah satu bulan lebih lamanya , ada pemberitahuan pembatalan secara sepihak dan diminta mengisi form pengembalian dana ? ini baru saja saya kirim data pribadi saya tentang rekening saya , apakah aman ya gan ??|1;;
6733|PENJUAL/PENIPU ???|Pesanan dari tanggal 27/8/2015 no 398281626 barang AC Daikin di cetak transaksi barang akan di terima tanggal 1-5 september , tapiiiiii....... sampai sekarang barang belum di terima.. sudah tanya ke customer by live chat katanya akan dikonfirmasi lagi silahkan menunggu 2x24 jam ????????????? Pertanyaan saya ada kendala di mana??? kalau Lazada Trust company dan vendornya juga trust Company... trus masalahnya ada dimana???? atau... setahu saya hal ini bisa terjadi memang kalau perusahaan ini abal-abal dan vendornya juga abal-abal... jualan mereka bukan pada barang tetapi pada omongan.. Kepuasan pelanggan ?? nonsense !!!!!! No more OL Shopping , specialy to LAZADA >>> NONSENSE|1;;
6734|Order Terahir ...|order barang barang tgl 22 agustus, bilangnya tgl 28 mulai kirim. walhasil baru dikirim tgl 3 sept dan sampai sekarang barang masih dalam status pengiriman. padahal biasanya paling lama 4 hari tapi ini sudah 6 hari. Itu jelas lazada kenapa juga pakai jasa pengiriman yang belum teruji, haduh mana yang pesen sudah ngebet. huuuh...|2;;
6735|tertipu|keterangan di iklan berbeda dengan apa yang saya terima, garansi tidak berlaku . dan juga yang paling menyedihkan . ternyata barang saya adalah barang reject dari apple . namun dikemas sedemikian mungkin agar tidak terdeteksi oleh buyer. saya beli di arenagaged|1;;
"6736|Mengecewakan|""Beberapa order saya akhir2 ini makin gak jelas. Entah memang kesalahan dari Lazadanya atau dari pihak penjualnya. tanggal 28 agustus sudah membeli pre order LG G4 stylus, informasi bahwa barang akan dikirim tanggal 4-7 september. Tapi sampai hari ini gak ada informasi apapun. Setiap tanya ke customer servicenya, dibilang lagi pengadaan di gudang. terakhir saya confirm tgl 7 sept kmrn, dibilang tunggu 2x24 jam. jangan2 barangnya kosong?! kalau kosong, kenapa saat itu dibilang """"STOK TERSEDIA"""" ya ? kalau sampai uang dikembali karena barang kosong, awas aja! padahal sblm2nya beli hp sama laptop disini gak bermasalah, kenapa sekarang malah kayak gini ya ..sepertinya ini order terakhir saya! kapok""|1";;
6737|Gak Konsisten|Apakah lazada bisa membatalkan pembelian secara sepihak walau itu kesalahan dri pihak lazada sendiri, sedangkan pembayaran telah dilakukan , apakah etis ....? barang yg sudah dibayar ditarik kembali ....? dan di iming2 voucher sebagai permintaan maaf via email ....? dan apakah uang yg saya transfer ke pihak lazada menjadi voucher juga ( pernah pengembalian dana malah jadi voucher ) ....? dimana yg namanya proteksi pelanggan ....? dan ini 100% kesalahan dri pihak lazada bukan dari saya, sebagai penjual seharusnya pihak lazada profesional, bukti2 sudah saya siapkan apabila diperlukan|1;;
6738|APAKAH PIHAK LAZADA MENDENGAR?|Ada bayak keluhan, tp seertinya diabaikan, rencanaya sih saya mau beli camera canon eos 700d, tp melihat banyak sekali keluhan dari pelanggan yg kecewa tdk direspon baik oleh pihak Lazada, sebaiknya saya urungkan niat untuk belanja di lazada.|1;;
6739|lg g4 stylus + gift|woahh.. lazada how can you're not yet sending me that goods? i'm already waiting but that phone not yet come. and when i'm calling cs,they said if that phone already sold out and still procurement in warehouse. how can?? i'm already pay for that phone but they said sold out and still procurement in warehouse-sigh- seriouslly this is the 3rd i'm order in lazada. for the first time and 2nd time isn't get trouble like this but now what's going on with my phone? tsk its already 4 days i'm waiting and i'm really dissapointed when i'm calling cs about my phone that's already sold out! so how long i'm should waiting again?? and yeah you know, i'm worried when my phone come to me will not get original or less for goods. and i need certainty the goods are shipped!|1;;
"6741|kecewa|""Saya pernah pesan 1 product di lazada,tp pas paket sudah sampe,product yg saya pesan dalam keadaan rusak,waktu mau retur saya harus mengisi form dri lazada .stelah dapat balasan dri lazada via email saya harus menyertakan """"stiker pengembalian product"""" ,tpi pas saya cek pada pket yg saya trima tidak terdapat stiker yg di maksud...trus gmn saya mau retur...bikin kapok ni""|1";;
6742|Lazada parah banget|Saya beli HP Samsung melalui Lazada dan ternyata kartu garansinya internasional alias BM. Saya kembalikan ke Lazada utk pengembalian dana. Setelah seminggu diinfokan kalau HP itu akan dikembalikan ke saya karena kartu garansinya tidak ditemukan. Padahal sudah saya lampirkan bersama HP dan dibungkus. Setelah saya terima kembali, memang kartu garansinya tidak ada. Gimana nih, udah gak dapat pengembalian dana, sekarang kartu garansi hilang. Parah...|1;;
6743|Mana profesionalitasnya lazada???|Saya beli hanphone tgl 8 juli 2015 dan bayar juga di tgl yg sama. Sampai hari ini tak ada informasi apa2 dari lazada... Verifikasi aja belum lalu mau dikirim kapan??? Konfirmasi pembayaran sudah saya lakukan lebih dr 10 kali tapi hasilnya nihil NOL BESAR.... Tak ada yg saya dapat lakukan kecuali bertanya dan bertanya hingga waktu yg entah sampai kapan...|1;;
6744|Sangat mengecewakan HARGA TIDAK SESUAI KATALOG|Saya beli produk herbal dengan Nomor pesanan 345613152, seharga Rp. 100 rb, sebanyak 2 (Kuantitas) dan saya transfer sesuai konfirmasi pembayaran Lazada sebesar Rp. 200 rb, Esok harinya saya di email lagi untuk pembayaran tersebut, dan saya langsung komplain lewat Live chat jawabannya saya membeli 2 produk, saya bilang saya beli satu produk sebanyak 2, jawabanya apakah 1 saja Pak dan 1 nya lagi mau dibatalkan ? akhirnya saya batalin 1, selanjutnya saya dapat sms lagi bahwa saya order No. pesanan 335195152 sebesar Rp2.328.400 barangnya tidak tau, di minta bayar lagi. BENER BENER PENIPUAN!!!! Seharusnya online shop seperti ini ditutup bener2 gak punya malu.|1;;
6745|dikirim barang palsu|Beberapa kali saya belanja di lazada , awal2 nya cukup baik barang datang sesuai jadwal dan aman .. Tapi terakhir saya membeli produk suplemen pelangsing yang memiliki segel kode yg bisa di cek di web .. Tapi ternyata barang yang dikirim tidak bersegel dan jelas tidak ada kode nya .. udah bisa dinyatakan kalau itu barang palsu .. Padahal di lazada nya sendiri berani blg 100% jaminan asli|1;;
6747|sangat mengecewakan berjualan di lazadauth|saya setuju dengan Ephifania Paramita dan LY Fashion. Lazada bukan saja mengecewakan customer tapi juga sellernya. Harga seller di lazada ditekan semurah mungkin, seller dipaksa turun harga sampai dengan setengah harga tanpa referensi yang jelas, kalo harga nga diturunkan pas event promo harga di mark up semurah mungkin tanpa sepengetahuan seller. Jadi wajar banget kalo pas event promo banyak banget costumer yang kecewa order di cancel, karena harga di ganti tanpa sepengetahuan seller. Jelas saja seller nga bisa proses ordernya, harga diturunkan gila gilaan sampe modal nga nutup, boro boro untung jualan di lazada adanya rugi kalo ngikutin sistem di lazada. Lazada memaksa seller untuk menurunkan harga tapi referensi yang digunakan barang2 yang murah dan tidak berkualitas. Jadi wajar sih banyak seller nga bener juga di lazada, lazada cuma tau nya jual barang murah, nga mikirin kualitas. Harga berbanding lurus dengan kualitas, kalo seller yang benar diminta ngikutin mau nya lazada jual barang murah tentu nga bisa dan ujung2 nya nga jualan lagi di lazada. karena harga yang diminta lazada sangat tidak masuk akal untuk barang yang berkualitas dan asli. Hati hati untuk costumer yang berbelanja barang dengan harga murah di lazada. Market place lain seperti tokopedia, bukalapak, elvenia, matahari mall lebih baik.|1;;
6750|Delivery 55 hari kerja|saya beli USB charging, tidak di tulis di depannya ini barang di kirim dari luar negri. waktu dapat konfirmasi tulisnya 5 hari pengirman. saya tunggu 7 hari ga datang. tel ke CS di bilangin ini barang dari liar negri butuh 55 hari kerja. dan ga bisa cancel order. saya awalnya pelanggan lazada aktif. saat ini saya sangat kecewa dan akan merekomendasikan teman2 untuk tidak pakai lazada lagi.|1;;
6751|2 bln barang q g nyampe jg.,.,.|gmn gan barang q ko blm nyampe.,.,. no order 318166712 tolong sertakan no tlp cs lazada.|1;;
6752|Sertakan juga nama seller,agar bisa jadi warning bt buyer lain|order 355831846 - Guess W0496G1 Multifunction seller CADIVASHOP. byr tgl 14 aug,tgl 18 aug dpt konfirm no resi,diminta cek berkala oleh cs nya. harapan bisa sampe sebelum tgl 23 krn utk gift. tgl 19 aug dpt email no resi BARU LAGI DENGAN NAMA DI EMAIL BUKAN NAMA SAYA. PARAHHH. tgl 24 aug dpt email lg barang sdh masuk ekspedisi dgn no resi yg sama dgn tgl 18 aug. tgl 25 aug dpt email lg barang baru diambil ekspedisi dgn no resi yang baru lagi. TLP CS MINTA KONFIRM , DIJAWAB YANG BENER ITU RESI EMAIL TERAKHIR. JD YG PERTAMA ITU RESI ABAL2,DAN EMAIL TGL 24 AUG ITU PALSU ??? DIKERJAIN LAZADA SURUH CEK BERKALA DARI TGL 18 AUG. PARAH BUANGETTTT MANAJEMAN LAZADA. GAKAN PERNAH BELANJA LAGI. KEMUNGKINA BESAR YANG PERNAH BELANJA DI LAZADA PASTI ALAMI INI. BIKIN RIBETTT,ABISIN PULSA,WAKTU BELANJA DI LAZADA. WORTHLESS SHOPPING LAZADA.|1;;
