Sentence,Label
baguuuuuuusssss,positive
tidak bisa hidup,negative
tampil gak bingung fiturnya manfaat yg aman,positive
review kasih bintang  trnyata kirim luama buanget validasi bayar doang butuh xjam dr tgl  smpai skrg hr status msh nunggu ambil kurir huftt kurir hri dah kliling dunia apa kurir emg dr dunia lain,negative
saya beli hape aman bs cod harga murah lapak tetangga,positive
lemah tidak kuat berdiriapalagi utk posisi menunduk sedikit saja sudah mau jatuhtidak kuat menahan berat hp,negative
sudah  kali transaksi blibli com total belanja  item barang jauh layan muas kondisi barang sesuai cantum situs packaging rapi barang aman tangan saya waktu kirim relatif cepat domisili makassar tunggu inappropriate content removed rata  barang pes tangan wajar bisa cicil kartu kredit  barang minimal total nilai transaksi rp   lebih blibli com milik situs online shop lain maju blibli com,positive
jual beli mudah ringkas,positive
saya kuatir barang kirim gagal proses bayar salah dll alam alami voucher ganti blibli kooperatif suka cs online  jam packaging barang pesan cs blibli dengar keluh sungkan telepon customernya terima kasih blibli maju terus,positive
pertama liat flash salenya langsung beli ndak buka deskripsi dulu i mean unilever official store gitu ternyata expirednya sisa  bulan lagi padahal dulu beli hand sanitizer merek sebelah pas sale juga tapi expirednya masih lama pantes ini cepet banget diproses biasanya  hari baru diproses ini cuma jeda beberapa menit pelajaran penting jangan percaya brand tetep kudu baca review dan deskripsi,negative
saya kali kenal blibli eh orang tipu memsan barang  toko online toko online t a hasil muas barang aman hari sampai blibli ndak respon sekali no pesan private info removed pesan tripod merk takara tanggal  status sedang ambil kurir resi ada blibli begini mohon tanggap,negative
menu dlm app bukalapak tolong sefamiliar mungkin buat opsi  keyword cahari ini guna cari  jenis barang beda  toko ayo maju bl,positive
tiap jalan senang sedia jasa senyum penuh hormat duli tumpang perlente care tumpang tumpang sungkan bantu,positive
sangat sangat recommended banget makasih,positive
ga jelas ga ada instruksinya rakitnya ginana sepertinya juga barangnya beda sama yg saya pesan,negative
kurang responsif  barang sampai tidak lengkapada tulisan refund komplain hanya disuruh bersabar ditunggu sampai  hari itikad baik tidak ada juga pengembalian dana nya,negative
saya belanja lazada tanggal   pesan suplier beda barang beli cath kidston leather trim tote rainbow rose small bag chelsea single sprei polos foldable pop up washing clothes laundry basket bag bin hamper mesh storage saya terima cath kidston leather trim tote rainbow rose small bag palsu web tulis  jamin asli saya tarik beli cath kidston diskon harga ribu ribu malah palsu alias kw tas tulis harga ribu harga asli dan packingnya rapi,negative
mudah pilih bayar atm bayar pakai internet banking cimb niaga yg no virtual account nya valid,positive
bagus,positive
ramai gan di jamin puassssssssssssssssssssssssssssss,positive
simple and can order anytime anywhere,positive
semua bagus tinggal kirim cepat,positive
sangat mudah cari butuh bukalapak butuh bukalapak,positive
barang retak malas retur nanti lama lagi anaknya keburu sedih,negative
dicharge lampu tidak nyala sama sekali tidak bisa dipakai mau dikembalikan berat di ongkir harusnya sebelum dikirim dites dulu toh packaginya tidak ada segel dites dulu boleh kayaknya sayangnya bintang minimal  not recommend,negative
mudah beli busana muslum sistem brand diperbnyak lag diskon gede yg dada,positive
udah x ane blanja bl hasil muas tp jasa kurir jne aja gak profesional profesional siippp kalo jne blacklist dah banya review jelek reputasi buruk,positive
bagus barang nya lengkap murah baik jual kirim barang persis foto moga depan nya lagi,positive
pipetnya tidak dikirim,negative
saat belanja lihat stock ada tapi minggu barang ga datang customer servicenya out of stock koq ga konfirmasi sekali lalu refund serta data lengkap no pesan foto slip transfer uang kata suruh tunggu proses masih ga kabar suruh kirim data lengkap belum dan ga kabar detik ini saya pikir uang ga lagipula ga berapa tapi percaya konsumen konsumen sudah tidak percaya lazada,negative
website responsive sudah kali hasil cari hilang lenyap saja buruk cari ulang kota destinasi update restart browser clear cache website hasil sama,negative
x belanja d lazada kecewa saat yg tiga kali belanja d lazada  minggu pesan kirim komplain refund telah request refund  kirim email barang kirim jadi minta abai padahal beli produk yg harga yg murah toko online lain aju kembali  minggu dana d transfer k rekening csnya proses refund maksimal hari kerja nyata yg puas lazada,negative
rangka besi sangat tipis dan lemah tertulis bahwa berat maksimum yang dapat ditopang adalah kg tapi belum sampai kg saja sudah ambruk karena keberatan,negative
awal pesan barang dilazada  cakap via koment fb ambil chat ahir cs info detail email tanggal  desember    wib silah cek inbox spam junk email kamu terima kasih sagita isi email kami informasi dasar konfirmasi jasa kirim pesan bapak ibu norma no pesan  hasil terima isi balas komen fb tu email yg kirim terima barang nama siapa pake kurir apa barang blm alamat tuju tolong upload tanda terima kalau terima alamat yg tuju telah balas mohon maaf belum menindaklanjuti sebut mohon tunggu kembang raras inti lazada tukang tipu tidak tanggung jawab cuma janji,negative
such a great online shopping experience,positive
pdhl beli tanggla bilang ada souvenirternyata dtg cm susu nya doankaaa payah,negative
ok banget dah,positive
kusutt datengnya pink padahal sudah d notr biruu ga bisa baca kayanya ni penjual,negative
e commerce oke jarang batal pesan tetangga belah tingkat layan blibli mantap,positive
sangat bantu,positive
ga sesuai permintaanudh jelas dikasi keterangan orderannya dan di chat biar inget eehmalah barang yg datang warna tdk sesuai dengan jumlah warna yg diinginkan pengen cepet ngirim aja ini lapaknya klo ga punya stok jgn di approve,negative
one of the most ecommerce in indonesia with good price and good quality produce,positive
layan tiket com mudah akses pilih harga cepat layan,positive
kali ini saya kecewa mungkin karyawan teh nina agak lalai liat order sudah jelas ada pesanan bubble wrap dan dus tapi paket yg saya terima tanpa bubble wrap dan dus,negative
barang nya lengkap banyak pilih tanggung,positive
harga murah,positive
saya beli item ini tetapi pompa elektrik ini tidak bisa di charge sehingga tidak bisa di pakai pihak penjual tidak ada respon  tidak bisa membantu  saya sangat kecewa not recomendded,negative
blanja com situs ecommerce lain respons seller lampau lambat butuh  barang kirim terkadang nomor diinputkan web nonaktif konfirmasi guna voucher h  makan waktu quickinfo voucher valid enggak poor,negative
barangnya tidak seperti barang baru dan tanpa kemasan pabrik,negative
jauh pesan tiket com lancar terus tiket mudik gampang,positive
great blibli com takjub belanja apa bisa minyak susu minum ada beli minyak minum packing rapih handle kuat bublewrap bocor thanks blibli com,positive
saya kali belanja blibli langsung kecewa layan yg ngga jelas saya suka fitur estimasi blibli utk datang barang fitur palsu telah estimasi lalu barang kunjung kirim status blibli proses mesan aku blibli ada barang saya heran kalo barang ngga stock nya tulis habis blibli fitur itu guna kecewa lagi komplain live chat x janji aja update informasi gudang email email kunjung beri saya komplain call center utk update informasi gudang janji palsu blibli update email kirim akhir batal mesan muak janji palsu blibli sangat kecewa respon call center nya yg batal solusi yg tawar utk mesan layan mudah batal mesan butuh langgan,negative
respon delivery nya cepat muas customer,positive
when we need a help i got fast respon from customer service and the help me well god job mataharimall com,positive
kirim cepat barang lengkap tampil website mudah,positive
awal pesan barang pake metode cod notice barang kirim masih tangan jual tp pas hubungin csonya ngasih taut trecking list masukin no resi mau ngecek pake no resi yg mana di kirim sellernya aja blum pake nomer ktp apa nomer sepatu,negative
mataharimall com is an online store which provides all kinds of goods for costumers complete and he also often their event discounts iam really happy about that,positive
batere datang rusak katanya mau di telp dari marketing setelah tunggu  minggu tidak ada kelanjutan,negative
bayar tiket time limidnya tggl  menit trus kondisi atm skitar  km dri rumah transfer sms banking udah gak bisa ya buru deh otw atm pas nyampe alhamdulillah dapet kejar limid yg tggl  detik makas tiket com,positive
tambah fiturfitur tarik metode cash on delivery bayar tempat beli barang dan tolong banyak kerjasama bank gerai bayar media transaksi,positive
nya transaksi gampang transfer ga ribet  tidak optimal cari barang spesifik misal tag vga klik pilih daerah ok klik pilih harga listnya yg maksud campur sari sangat harap fitur bayar pajak kenda,positive
mudah senang pilih terbang ingin cepat respon live chat nya yg tanya,positive
picture of product is same with real good quality with cheap price,positive
ribet user friendly focus profit olx sendiri sya dagang online guna olx sekitar sayang moga depan kompetitor yg lain thx,negative
sangat lengkap sedia butuh saya web yg mudah akses dg media apa tdk bikin was transaksi maju buka lapak,positive
kali belanja lazada pilih opsi bayar tempat belanja kurir lazada ongkos kirim uang capek kasi dibalikin trus salah kurir lazada  betul tanggung barang saya barang sesuia pesan terima kasih ya lazada,positive
so far belanja bukalapak ribet lelet cs nya juara very helpful,positive
mutu barang sesuai harga,positive
jamin baik proses refund ganti barang proses cepat tq,positive
seller lumayan responsif kualitas brg sesuai harga so so lah dicek di browser ps nya kebaca  mb tp kalo udah dipake save di game cuman kebaca  mb ga semua game bisa ngebaca mc nya sayangnya game game yg top yg ga mau ngebaca mc nya kaya god of war,negative
barang tipis tdk sesuai yang dibilang tebal kapok belanja disini,negative
size l kecil bgt sih mana ga ada keterangan size bajunya aneh bgt admin jg no respon,negative
terimakasih,positive
bukalapak media online shop baik proses cepat jual beli cair dana cepat solusi bukalapak tambah kode gratis ongkir tambah pasu salam pilot lapak yoel otomotif,positive
respon lambat kesan nya tanggung jawab barang rusak sulit mereturn nya merefundnya alam buruk belanja online dapat bhinneka,negative
kecewa belanja lazada kali beli sepatu hadir layak jual costumer kulit sepatu kelupas kondisi buruk pakai sol lepas harga bilang murah kecewa putus ambil pusing kali beli barang resi palsu track sekali kata resi track h  track resi barang datang terima lihat barang saya nomor resi temu harap lazada servis resi palsu usaha lazada malu,negative
sy jual susah olx kali iklan blokir karena salah olx  iklan sy bilang double posting foto barang beda  kata sy ragu validasinya pdhl sy sdh jual thn lebih hellow  thn br ragu validasinya,negative
transaksi aman mudah percaya,positive
tingkat layan mudah customer mes tiket,positive
belanja butuh nyaman aman dibukalapak harga murah kirim cepat,positive
barang terima bagus tes pakai hasil muas,positive
maap agak kecewa krn yg saya terima beda sama gambar bagian alas tdk bevel spt gambar,negative
sepatu hancurrrr,negative
name,positive
bintang  krn performa pngiriman turun dlu  sampai skrg hmpir  hari slebihnya perfect,positive
tiap belanja pasti ribut karena sampai lokasi hancur buat pembeli lainnya karena seller tidak mau bertanggung jawab dan menyerahkan pada asuransi spt pd screenshoot jika saat terima uda diraba kemasan hancur kembalikan langsung pada kurir daripada saat dikomplain jawabannya spt pd screenshoot ini asuransi katanya ribetnya tuh klaim asuransi,negative
sangat kecewa tidak seperti dulu pakcing sangat buruk box kayu hancur beli  bh untuk jual lagi gak ada yang bagus retur kena biaya lagi terpaksa kami jual tanpa box kayu,negative
amazing company,positive
saya elite member tiket com  lalu senang servis bintang  kayak gin selamat and keep the good service,positive
blibli oke banget udah free ongkir kirim cepet banyak voucher belanja aku suka banget belanja blibli apalagi bayar mudah lengkap paket selamat gak tumpah suka blibli com tapi tolong filma minyak goreng l harga rp   restok cepat pliiissss,positive
barang yg dikirim beda jauh jepitan jemuran hilang udh uang sy gak kembali,negative
sy bantu adax matahari mall on line belanja dr mn sj tdk takut tipu,positive
sangat tipiskecewa sekali,negative
jika bayar habis kirim mas,positive
ga ngerti kenapa bagian karetnya melilit dan ga bisa dilurusin udah nyoba diputerputer tapi tetep ga bisa sedih asli,negative
order  datangnya cuma  sedih banget not recomended,negative
barang rusak  ga guna sama sekali  parah,negative
awal ragu pilih blibli com belanja online banyak review bagus tetapi berani belanja timbang matang hal jadi barang jual sesuai saya sisi harga spesifikasi saya beli iphone tanggal  february  sore jam  sore telah transaksi selesai muncul notifikasi barang tgl    february  kirim barang alamat kerja jogja dengan timbang review baca asumsi barang cepat tanggal   feb  tgl  feb telpon kurir barang antar kantor terima security luar biasa blibli com terima kasih bantu barang terima sempurna maju terus blibli com,positive
condro aris widodo layan jelek barang pesan pesan  july  konfirmasi kirim  november  sayangs ekali informasi kirim informasi transaksi mohon tindak lanjut ini,negative
bagus produk harga murah proses cepat,positive
ribet pelayanan mengecewakan,negative
klu pedagangnnya seleksi lagi klu barang kosong jgn tampil menu terima kasih,positive
gampang penyok,negative
seller kurang respon kecewa,negative
misi nanya estimasi kirim pangkas gk ya misal buyer yg milih metode pengirman ex jn yes cepet gt pas bagi order metode kirim udah atur blibli nya langsung,positive
sangat nyaman belanja bukalapak bukalapak fasilitas bantu konsumen pantau posisi barang pesan lengkap chat langsung cs lapak,positive
olx co th,positive
g dikirim sm bubble wrap tt,negative
ada busa yg telurnya kempes,negative
hoax,negative
top pokok aku suka baik sistem,positive
saya belanja zalora  kali puas layan dua konfirmasi bayar barang surabaya the best,positive
barang nya lama dikirimnya,negative
pelayanan ny kurang ramah,negative
bagian tombol ada kempot parah pabrikan tidak jaga mutu,negative
because every service is so satisfied,positive
oh iya nanya dong kalo bayar cicil barang langsung anter lunas lunas terus iphone kondisi bekas terang contoh ya,positive
ribet banget pk acara konfirmasi brg pdhl transfer enak beli d bukalapak ngga recommend deh bad service tdk yg bantu kl susah cb ky zalora bs telp,negative
rinso top packing dr blibli jg bagus aman rapi tq blibli,positive
artemia dtg udah byk yg mati,negative
hari ini baru terpasang ternyata ada satu palang yg ukuran pendek cacatbengkok dan cedok bekas besi ditekukakhirnya saya pindah posisi palang tersebut dibagian tengah dalamsecara keseluruhan barang baik mungkin perlu ditingkatkan qc nya saja,negative
pesan  hp lg lazada proses ferivikasi bayar yg susah tanggap lamban barang  minggu terima itu telfon cs nya marah proses n perhati kapok belanja dsini msh enak elevenia,negative
kirim cepat free ongkir lagi barang bagus packing rapih muas banged dech pokok gak jauh tinggal search barang yg mau,positive
konten bukunya banyak yang salah materi twk banyak yang salah kunci jawabannya juga sedih banget padahal buat belajar,negative
pesan lain warna dikirim warna yg sama kecewa seh tp ya sdhlah,negative
sangat aman belanja buka lapak tp tlg kalo utk transaksi beli barang yg beda buka lapak gak atur x kirim,positive
tanggal  juni mes online produk berondong impor situs sebut bayar via tranfer bank sesuai instruksi situs sebut gulir tanggal  juni brang atw konfirmasi yng info saya hari telpon bli com merekonfirm sebut cs bli com barang proses kirim jogykarta tunggu tanggal  barang kunjung hadir telpon cs situs sebut cs barang on proses mohon tunggu senin pagi tanggal  juni senin siang barang kunjung dtang telpon situs sebut alngkah kejut cs barang sedia tanggal  juli konfirm tunggu barang atw refund refund no rek transfer cs bli com tunggu jumat tanggal  juli ini kalo barang ga ad mesti info ya blibli,positive
waduh yg komplain blibli layan kualitas produk yg tdk sesuai   transfer tunggu proses tuju kirim kota garut tau layan blibli saya lalai mudah mudah blibli tdk kecewa member awal klo sy alami yg tdk sesuai saya kecewa saran dr sy tolong cek dlu barang sblm kirim k costumer bagus tidak dan jgn kirim barang rusak butut thanks no pesan,negative
moga depan bukalapak salah media belanja online yg percaya harap bukalapak seleksi pedagang yg bener jujur yg jual akun bukalapak,positive
mataharimall com always put customer service and always responsive,positive
hunting aksesoris perlu motor tutup pentil yg sampe sparepart yg jarang ada top markotop deh,positive
mesan tiket com mudah mesti tingkat dalam mesan hotel review tamu hotel tampil acu calon tamu hotel lain dalam mesan tiket pesawat harga tampil harga final tiket pesawat tsb tambah berani promo promo customer,positive
fast respond,positive
ok,positive
saya kali belanja lazada lama oke oke aja tuh sudah x memang  barang yg  hari sini baca alam buruk tapi ya serah yg hidup dgn kacamata yg mana ada yg tuju juga tapi ulas yg tidak tuju,positive
kirim lelet  minggu barang teri,negative
belum salah langgan blibli com dalam x trans temu muas dlm layan namun beli  alami tidak puas barang yg terima sesuai dgn yg tulis web blibli com saya mes hp asus zenfone garansi resmi tulis web blibli com tetapi bawa asus lippo karawaci utk pasang antigores garansi resmi garabsi distributor oleh tugas asus suruh cek spek beda dan dgn ket web blibli akhir kembali produk dgn no kembali produk  casemgmt saya suruh kirim konfirmasi no resi serta foto produk hari rabu tgl  feb tlp sedia refund dlm bentuk voucer tentu opsi akhir karna hak yg tulis web blibli com garansi spek karna tanggung jwb dgn wajib saya tentu tuntut hak yg blibli yg terang kalo barang tsb garansi resmi speknya hari konfirmasi live chat lanjut nyata proses antri kece barang saya estimasi brp lama pihak cs dpt pasti situ kecewa saya suruh kirim produk yg refund maks  dr konfirmasi dr blibli tp blibli gak standar estimasi kece barang konsumen  hari tp blibli gak batas proses kece luar sistem ini cs terang kalo barang yg cek blibli saya resiko blibli bukan konsumen yg maklum tp blibli pikir gmana periksa tumpuk sudah tipu dgn tulis web blibli garansi spek dan skrg gak tau tunggu proses antri kece barang saya coba baik tangap terang dr cs live chat mudahan follow up cepat karna tipu karna terima yg pesan hebat refund voucer lebih jual voucer blibli anda kuasa utk tekan merchant utk penuh atur tulis yg pasang jgn konsumen utk paham salah dulu,positive
aplikasi online aman sukses bukalapak,positive
saya mes barang kemaren sore tolong informasi produk sayang barang cepat terimakasih,negative
dikirim tidak sesuai pesanan proses lama sekali,negative
good price unfortunately there are some who are not free postage,positive
socket ujung kendor tidak ori,negative
cara user experience suka wireframe sistem navigasi enak merchant online langsung chat koleksi oke mudah cari jauh transaksi lancar klikpay anda pilih bayar paypal oke lagi,positive
pengirimannya lama banget,negative
belanja tokopedia enak filter sesuai dasar harga murah produk ulas dll jauh puas walaupun kadang kirim toko kadang lambat cepat,positive
gan barang udh terimah okehh banget barang terima kasih banget,positive
banyak barang cari nego cod nya,positive
belanja bukalapak mudah aman pilih model jenis karena bukalapak supplier selauruh indonesia kurang sistem konfirmasi bayar kadang bayar konfirmasi sehingga hubung cs meski selesai repot overall bagus lah bisa masuk jajar marketplace baik seindonesia,positive
sangat kecewa dengan pelayanan nya,negative
pembelian pertama pelayanan terburuk respon lama kirim lama,negative
sepertinya kali ini berlaku prinsip harga sesuai kualitas waktu cek awal udah feeling ga enak krn ada  bantal kaki yg lepas lanjut kemudian tiang penyangga bagian tengah lepas lanjut penghubung tiang tidak bisa dicantolin saya coba masih biaa di pake ada sedikit harapan tapi tidak lama kemudian mur untuk penopang hape lepas pada saat proses pasang hape jadi totally ga bisa di pake yahhh anggap aja hitung amal deh pengalaman aja untuk tokonya no comment sih krn ga komunikasi lebih,negative
saya suka kali temu situs belanja ticket online harap moga jaga nyaman konsumen salam dodi manaf,positive
layan baik barang kirim bagus saya senang belanja bukalapak terima kasih bukalapak layan belanja online saya,positive
sy kecewa sy beli sepatu adidas sy klik cicil  pas liat tagih bayar cas pokok sy dah kecewa,negative
pesan barang tgl  november  dgn tanggal  des  barang blm terima verivikasi bayar  kirim kata,negative
sudah x order notebook program mybigwish  untuk pesan batal merchant h belum estimasi kirim barang alas stok habis telah bantu cs voucher refund coba pesan notebook tipe tanggal  november  no order private info removed detik ubah status sekali note tulis barang terima minggu tambah iseng cek link notebook pesan stok habis order belum padahal  belanja merchant selesai max  kerja kali merchant kecewa sekali,negative
beli barang tgl  juni kirim terang tgl  juni sampe tgl  juli barang blm sampe customer servicenya belit tunggu info barang proses kirim harap masyarakat cerdas hindar lazada indonesia baik servis harap lazada tutup lex kurir internal yg kerja buruk kembali rpx jne tik yg bukti kompeten komen yg puas tanda besar jangan komen bayar,negative
kirim barang pesan tangan apalg sellernya lambat responnya memang bilang eccommerce baik kelas klo eccomerce lain hari order transfer langsung sigap proses klo blanja bingung seller gak respon dan lempar ahh sudah baik manajemen klo jd baik,negative
tingkat layan nyaman konsumen,positive
material dan packaging nya bagus dan rapih tapi halaman di bukunya banyak banget yang kebalik halaman yg harusnya ada di awal malah ada di akhir buku jadi ada yang harusnya di tengah buku malah di akhir buku jadi bacanya pindah pindah bingung dan ga nyaman,negative
kali ini dimsum nya hancur,negative
berita politik,negative
penjual kurang ramah,negative
i bought a dress and it fits me perfectly so i guess its because the sizes information are proper and exact it has a good material and the shipping is fast good job,positive
sistem bagus cepat cukup lengkap buat yg takut belanja online candu belanja online,positive
sangatbsuka belanjandi blubli com krn harga murah kirim cepat fans respon bayar nya gak sulit likenit dah blibli sangat recomended belnja butuh saya dan suka promo nya itunlho terima kasih blbli sejak kenal blibli blnja ribet kantong jebol hehheheehe,positive
sangat kecewa belanja di toko ini pesan  masker yang sampai cuma  tolong kalau packing barang sbelum di kirim teliti dlu dong jangan sampai mengecewakan pembeli termasuk saya,negative
beli layan customer care nya banget sopan solusi canggih muantap tenan ces,positive
td nya sy request utk cancel mo ganti p�byran nya pake gopay dr ovo td nya krn ada cash back tp nggak dicancel sm toko tetap diproses aja sgt m�ngecewakan,negative
respon cepat cs gampang hubung,positive
buat emulator delay parah sama deadzone di dua analog di emu ppsspp dan beberapa emu yg saya coba intinya gak rekomen buat yg main emulator,negative
mantap alam belanja lazada utk sekian kali nya saya puas dg nya terima dan sesuai detail barang lapak thx  bintang dl  bintang tdk lambat kirim,positive
saya order ipad pro nomor order  tunggu  kerja suruh tunggu  kerja lagi tiba khabar order tolak alas yg jelas telpon customer service tunggu  menit berkali masuk live chat ngga dibalas simpul ngga order lazada alias kapok,negative
penjual sama sekali tdk memperhatikan catatan pembelimalahan menyalahkan pembeli,negative
beli sepatu merek adidas harga murah kompetitor outlet di websitenya tera jamin produk asli beli barang sesuai asli,negative
kesan belanja blibli packingnya rapih aman ga takut bocor cuma ga bagi nih kalo promo klik pay bca mudahn besok bagi,positive
olx yg aneh susah rumit ulang minat,negative
tgl oktsy kel inap hotel verse cirebon hotel bru smuany bru kesan sy inap sy suka lorong panas banget ga nyalain ac ttpi kesan sy sya sgt kecewa knp krn sya cek out disrh byr uang utk kmr yg sy pesan krn selimut noda pasti nama jg tidur dn pakai kotor bawa anak   th dn  th seumur inap hotel blm prnh jadi ini ini bru hotel bintang   sya jg ga tau mentang bru ga rugi susah cuci noda hilang awal resepcionit ny nerangin diksh tau kl meroko denda  kunci ilang  ga diksh tau kl inap hrp tamu jng kotor kamar kna denda  noda selimut ata seprai dll ya bt kel yg inap sana yg bwa anak kcl lbh memilah smga alam sya bt peljran sya kaget aja bru kali bijak ky gth,negative
lama belanja belum kecewa tahan bro,positive
zalora website online bantu kado kejuatan kasih family bagus barang sesuai harap aman layan t o p banget rumah tinggal klik klik langsung rapih darat rumah saya tingkat produknya ya biar order lagi terima kasih zalora proud to be your customer loveing u zalora owiya diskon banyak ya kk hehehe,positive
lots of good stuff but unfortunately there is rarely a big discount,positive
saya suka belanja blibli com stiap harga diskon tarik harga jangkau sekali beda lain apalagi freeongkir indonesia sukaaaa bangeeet belanja online diblibli smakin hemat packingnya rapi bangeeet sampai saya keluh the best,positive
complete product,positive
no mesan private info removed order tgl  apr  paket terima huni rumah tetangga rumah sistem blanja com terima tombol konfirmasi tombol komplein customer saya rugi rp    uang saya komplein cs blanja com no respon tidak tanggap order cancel alas indikasi jual blanja com rampok untung customer kena charge  kartu kredit rp    transaksi kartu kredit blanja com mengcancel pihak inti selamat nikmat uang haram yah blanja com jamin  ecommerce besar percaya mana cara subsidi jual barang murah pakai rampok uang customer dicancel nama ecommerce profesional maling kli yah maling legal ini terima kasih aswin hendranata,negative
kurang bagus kualitas nya kemaren beli ditoko sebelah harga sama kualitas lumayan yg ini boros dan bikin kamera jadi over heat,negative
banyak voucher diskon moga baik,positive
bukalapak bagus maju top poko,positive
just click the goods you want they will appear in the screen and searching which more cheaper compare with other shops within a minutes you will get what you want and just wait for a couple of days it will arrive safely in your hand if you lucky the next day you place the order it will deliver to your address,positive
lucu sih liat diskon gede mouse gaming yg  di website tera harga asli jt lebih dgn diskon   what telah kunjung outlet gaming harga asli rb yasalaam begitu tipu,negative
easy to use and fast response,positive
order blibli preorder samsung note  saya paham batal pada email batal janji voucher samsung  juta rupiah nyata email voucher sebut di dunia kompensasi belanja blibli beri saat crosscheck cs suruh hubung kartu kredit saya lha tanggung blibli apa dua belanja iphone  promo bigwish  minggu kirim hubung kali barang kirim tunggu ekspedisi tiba kemarin sedia ganti warna yang harga murah saya terang pertanggungjawaban blibli terima uang bukan merchant terima uang namun blibli tolak tanggung lempar tanggung merchant akhir pagi order batal kompensasi voucher rp  ribu padahal voucher bigwish nila rp  juta turut organisasi group djarum bca bonafide bagi cs blibli baca ini tunggu selesai baik bagi tipu konsumen awam transfer blibli tanggung buang merchant semua,negative
produk kirim sesuai harap,positive
cari aja mudah jamin aman,positive
transaksi mudah barang lengkap harga murah,positive
klo sakit darah order sini cepet mati tar stroke krn ngadepin cs nya yg asbun barang dicancel tp ga dpt voucher apology kalo dpt voucher apology eh order yg pakai voucher apology tetep di cancel percaya lazada ecommerce lawak jgn order sini sayang jantung,negative
bukalapak buka luang usaha bisnis online dan tambah semangat beli jual barang real tentu saing harga kompetitif saing sehat lapak beli tukar alam belanja jual secar online hanya team bukalapak dar saran pantau kembang lapak dan mohon tambah fitur tarik lapak beli untung manfaat terima kasih semangat jual online,positive
barang ngk bisa berfungsisetelah di cek ic matijadi beli barang untuk di buangtolong dong klau kirim barang di cektes dulusangat kecewaaa,negative
iphones des  telat sih iya  hari krn sayar tracking jne yg telat suplier bagus  z blackberry feb  okk ampe on time  camera mobil jun  baterai nya cepat habis on time  nov  farfume murah beli  rb mikir beli farfume isi ulang hehehe  buat agan nya belanja itc or pasar or plza indonesia jamin langsung gamprat jual kalo online emang ga ngebacot millis,positive
mudah gak ribet guna aplikasi cepat proses cepat oke segi harga saing tanggung jawab refund urus tiket com nya,positive
beli dsni sih pengen free giftnya sebenernya jadi buruan bayar saat masih ada gambar free gift lunch bag nya tapi kecewa sangat ternyata pihak penjual baru konfirmasi kalau free gift bagnya telah habis saat barang udah dlm proses pengantaran dan blg klo d ganti dg free gift lain ehh ternyata cuma dapat  tumbler dr lactamil jujur kecewa padahal belain beli d lapak ini krn udh punya  royal swimmng pool dr lapak oyen n biru,negative
udah nunggu eh pesan tolak alas,negative
rencana order iphone  dilazada liat reviewnya jelek and parah layan plus indikasi barang palsu usaha ecek ya belum jd korban tipu yg mikir x order,negative
sistem operasi mudah guna bayar konfirmasi ulang automatis lapak paham arti customer service apalagi lapak salah kirim minta maaf sekali bukalapak informasi tips layan langgan bukalapak benar provider tingkat mampu ukm indonesia maju bukalapak,positive
tingkat layan,positive
saya sen barang cari yg bayar langsung tempat cod so far oke aja,positive
bagus koq,positive
kali book hotel pakai traveloka sangat sangat sangat kecewa saya book room include breakfast issued teliti lagi terang exclude breakfas tanpa sarap tp harga invoice nya include breakfast complain traveloka by chat jawab proses pagi sampe sore pasti benar nipu begini ingin bilang murah tp nipu kapok pakai traveloka,negative
penjualnya sama sekali tidak komunikatif barang kosong diganti barang lain tanpa konfirmasi terlebih dahulu ke pembeli next time kalau jualan pelayanannya lebih ditingkatkan lg mbak  mas informasiin ke pembeli dulu kalo barang kosong jgn seenak udel main ganti barang ntr situ yg ribet dan rugi sendiri balikin barang ganti ongkirnya yakhan,negative
alam belanja blibli com petama kali muas saya transfer tanggal  maret  jam   wib sampe terima barang memang estimasi kirim barang sih sampe denganhari  april  tapi tunggu minggu bwt dapatin barang pada kirim negri moga barang terima ini saya belanja online cepat kirim saya transfer ini esok hari barang terima,negative
order  beli sealer plastik q tolak batal tanggal  maret metode bayar hellopay saya konfirmasi kpd lazada kembali uang saya tgl  maret refund masuk proses perintah hubung hellopay support center hingga detik  april tidak respon apa hellopay  email tanggap saya butuh klarifikasi jelas kembali uang saya itu hak saya tgl  april kemarin hubung customer support lazada uang kembali bentuk credit hellopay c mon man sulit transfer langsung rekening bank credit langsung paksa belanja lazada barang yg beli dilazada lg sy beli barang yg yg tolak lazada belum,negative
saya beli baju vip plaza merknya familiar milik gerai mall kualitas produk beli online cacat produksi jujur aja beli vip plaza klo zalora barang bagus berrybenka servicenya oke banget lazada lengkap free ongkir percaya tokopedia murahhh nah tau nih vip plaza apa jadi ga beli lagi moga baik depan mungkin cman yg alami awal pikir konsep selected high quality product at discounted price tapi gak juga,negative
