Sentence,Label
cepat kirimanya,negative
great company but don t have enough retailers,positive
puas dasar alam belanja blibli com pelayananya bagus proses mudah lengkap fasilitas cicil bunga proses return simple repot alur proses return nya,positive
kali belanja bukalapak sukses bukalapak,positive
very good company and exelent,positive
account email private info removed,negative
system bayar cancel produk tunai bentuk voucher milik expired bilang blibli com lindah darat onlineshop onlineshop cancel order ya dana ajar harga uang coustumer harga blibli com,negative
sy laku order krezi kamis order bayar salah seller kirim barang pesan batal seller yg kirim barang tlp utk produk beli aja kena ongkir situ maen suruh sy kirim ongkirnya seller whatsapp suruh sy utk transfer rb harga promo rb kl tdk promo jg sy tdk beli dana refund sy jg blm masuk,negative
cs nya cuek banget patah patah telpon suruh email ngeselin mohon kantor tutup cs nya layan kecewa,negative
order tanggal juni bayar tanggal juni tgl juni molor tuang website zalora co id nomer order zalora co id langkah tempuh tgl juni hubung cs zalora co id nomer resi kirim private info removed redboxasia com cek wesbite redboxasia com paket cargo pickup tgl telp redboxasia com janji senin sampe senin tgl juni telp redboxasia com angkat cabang surabaya medan telp customer service zalora co id barang smape tutup cek media sosial facebook instagram zalora isi komplian barang tanggal juli hubung zalora direspon tutup,negative
bgt belanja lazada lancaaar bgt mudah konfirmasi cpt brg cpt proses ganti trf nya pake virtual account bener kecewa bgt udh trf sms suruh trf eh kmudian batalin trus uang nyangkut deh superbb ribeeeeettt kecewa,negative
respon nya lambat gimana saing lapak belah gojek pesan pagi siang klao lazada minggu dikirim ga lazada tahan saing service sepertimya belanja terakhor lazada,negative
aman transaksi jamin cs responsif jangkau marketplace luas,positive
blibli kali tarik toko online sistum kumpul poin suka poin semangat blibli sayang barang lengkap sembakonya lengkap butuh beli diblibli harga murah rb,positive
beli barang bhinneka com butuh barang cepat beli bhinneka laku bayar tanggal oktober iklan barang kirim kerja tp udah kerja nyata kasih kurir butuh banget barang beli din alam belanja online benerbener buruk,negative
shooping online is very good other,positive
the process is fast and good stuff,positive
pilih jual yg harga murah proses retur proses xjam,positive
order tanggal april tanggal april barang terima kali mohon informasi proses kirim supplier tanggung lazada sesuai live chat tanggal april estimasi kirim wilayah jakarta kerja arti pesan batas kirim kualitas lazada turun drastis,negative
proses belanja mudah kirim cepat butuh sedia jamin aman senang,positive
no pesan ga kabar batal anggap dana sedekah dana tambahin nilai korupsi ribu proses refund butuh ga profesional sistem kerja bagus tetangga belah,negative
siang blibli produk jual ready ambil zenfone zekl tenor cicil,positive
kecewa pesan yg tdk sesuai dgn request jasa kirim yg bayar,negative
puas dgn layan,positive
layan muas muraaah good job bl,positive
rugi rb karna ulah buyer nakal yg komplain barang yg kirim sesuai dana barang barang sesuai pesan sesuai terang detail produk tokopedia lindung hadap seller buyer yg utama seller jg peran tokopedia seller yg rugi jual untung rb rb produk bayang rugi yg dgn untung produk buyer nakal yg ulah muncul buyer nakal bayang rugi seller jujur,negative
ilham,positive
diskon reward,positive
cod,positive
jumat tgl april pesan meizu m unit nyata samapai blm blibli alas blm mercahnt goodprice dr jakarta jakarta merchant yg respon tdk masuk blibli blibli sleksi merchant nya konsumen tdk kecewa,negative
belanja pakai voucher tukar poin telkomsel poin potong rb pesan batal alas voucher hangus buang poin telkomsel sia sisa dana refund nanya telpon email susah g direspon hadewh,negative
great in service,positive
kesal status kirim proses resi beli gadget,negative
t o p b g t,positive
transaksi bukalapak kecewa aman transaksi jamin kualitas barang pesan laku komunikasi langsung seller,positive
cheap good n fair,positive
cantum lokasi mbulet ampun langgan keluh kontak beli gak no hp wa bbm gimana nich,negative
gampang cari barang barang kualitas agam jenis,positive
gampang belu tiket ka harga murah,positive
sy sen barang tp ga ga fungsi arti sy beli barang bangke donk mw balikin ngisi formulir online nya ga masuk kecewa sy kena tipu jg kl dituker ya tolong jng bikin sulit kl ken jual nya laku jng sulit ga kacau lazada,negative
pesan bayar via transfer etiket via email good job,positive
lapak jatuh produk yg lapor barang,negative
kecewa belanja lazada kali beli sepatu hadir layak jual costumer kulit sepatu kelupas kondisi buruk pakai sol lepas harga bilang murah kecewa putus ambil pusing kali beli barang resi palsu track resi track h track resi barang terima lihat barang nyata nomor resi temu harap lazada servis resi palsu usaha lazada malu,negative
kualitas jamin kirim cepat harga saing,positive
olx yg aneh susah rumit ulang minat,negative
never makes me disappointed,positive
hemat hemat uang,positive
milik promo harga yg woow tarik murah,positive
selamat malam admin kait bicara kemarin dlu mbak tya via telpon poin hasil ulas power bank gak kasih ulas dlu krena beli barang toko alhamdulillah ridha poin hasil ulas minyak nomor order private info removed beli email private info removed ulas tampil poin kasih pdahal beli pruduk sekal heran kemarin hasil ulas kena sandal akun private info removed nmor order private info removed langsung tampil poin nya langsung update gerangan kait mohon admin bantuin konsumen diblibli com adem ayem hati gak lari rating blibli com tingkat,positive
transaksi aman update info tracking cepat komplain mudah,positive
muas pelayananya mudah akses mobail aplikasi,positive
batal transaksi metode bayar cod gimana terima kasih,negative
alam nyata yg ngorder tgl info estimasi barang terima tgl agustus batas yg dr blibli kapok,negative
gendeng hubung jual pake chating ya ofline tuh sipenjual,negative
barang ok kirim rapih harga lumayan tdk uras kantong promonya yg bikin belanja mataharimall com moga diskon nya ya thx mataharimall com,positive
ribet banget pk acara konfirmasi brg pdhl transfer enak beli d bukalapak ngga recommend deh bad service tdk yg bantu kl susah cb ky zalora bs telp,negative
buru tiket event libur khusus idul fitri idul adha ampyuuuuuunnnnnnn situs sibuk susah akses tiket cepat habis kalo pas dapet tiket senengnyaaaaaaaa mintya ampyuunnnnnnnn tapiiii kalo tiket elus dada dendang sakit tuh huhuhuhuhuuu tissue tissuee,positive
proses dana super ribet dr desember smpe detik dana beli mesin jahit janome jt kelar lg biaya kirim rp voucher rp stlh complain dikembalin rp ttp korupsi bener team nya g teliti pdhl resi udh barang upa mesin jahit masuk akal ngirim mesin jahit rp smpe blm jg proses customer service nya kayak robot g yg sifat solusi standar tunggu aju cek tunggu kabar proses bla bla abis hr msh suruh nunggu lg pdhl sblm proses hr udh digantungin duluan hadeeeh csnya super bantu not based on personality krn csnya model g yg sifat bantu arti based on management simpul managemen lazada g profesional standar layan customernya tokopedia bukalapak berhati beli barang lazada nilai uang lmyn kl retur ribet banget,negative
p u a s kali login poin kali share dpt poin beli barang poin lg poinx bsa dtukar dgn brg yg pgen bener puas blnja d blibli,positive
kaskus co id forum kali join smpai srkarang aktif forum sumber informasi lengkap terpa konteks jual cari barang fjb lengkap tampil friendly forum teman dunia maya dunia nyata unggul fjb bnyak tipu lapak iklan ujung tipu bandwidth berat tampil dkk asa lot bnyak makan kuota moga kaskus benah salah forum seasia,positive
si beli ngebongi barangya sesuai bnyak alas gak,negative
dana ketaha udh sbln lebiv jt mrka blg tp nyata dr hri dana gbs tarik skrg brg udh kirim salah msuki resi beda angka eh msuk layan dblg manipulasi jelasin no resi yg bertele bgt mnt foto gilir udh foto blgnya resolusi jelek suruh foto full yg ga full aja ga bnyk bgt alesaaan bykan rugi pnjual jg cs nya pd aneh smua bertele nahan dana pdhl krim by jne dy bs tracking system jne manipulasi udh dksh taru resi yg bener udh foto jg aja ngelees biar dana mrka tahaaaan keseeeel,negative
pesan private info removed belanja blibli komplain kali kali,negative
yg olx edan gmn cari barang jual barang nomer jual aja lokasi wis tutup aja olx klau ga fungsi aplikasi bikin lot hp aja ayo pda hapus olx nya biar bangkrut aplikasi bagus bagus susah luncur coba si ga hubungin jual cari barang lokasi ya klau komplain masuk liat aja,negative
baju bagus sesuai dgn yg gambar,positive
good on delivery but stuff uncomplete yet,positive
beli motor vario pd tgl agustus motor kirim tgl agustus stnk smp skr lom dah blibli suruh sabar sih butuh wkt hr kl stnk bln tuk bpkb smp skr bs sabar tuk yg ngak stnk nya aja dah ngaret bpkbnya yah,negative
tingkat layan mudah customer mes tiket,positive
bukalapak com percaya kecewa webnya ringan mudah akses bayar mudah pilih status beli mesan bayar barang tuju diskon yg free delivery cash on delivery web belah,positive
transaksi mudah credit card batal,positive
one of the most great one stop shopping online mall that i have found,positive
for fashion and wearing cloth is the best for gadget better bigger promo to win competition with competitor best regards hendra,positive
calon dagang lazada log belanja gak ribet jual situ ribetnya ampun,negative
gak masuk tipu,positive
you should not retain my money too long how come you keep my money for tree months you try to cheat customers by doing so,negative
kualitas product ok kali kecewa kualitas product malas product,positive
yaman percaya,positive
nyaman brrbelanja blibli keluh cs hubung via telp email balas cs keluh pesan dg no pesan barang private info removed yg sy pesan november kunjung komplain email tanggap ulang kali kirim email balas kesini layan blibli parah kecewa proses tunggu ambil kurir proses barang barang kirim jne barang yg yg batas estimasi kena kupon cashback dg pecah tdak dg blibli parah,negative
when i saw glorope site it seem great so i purchased a cat collar right away but it does glow very very low not bright like website shows,negative
belanja tokopedia barang kirim lapak tokopedia maret uang tgl maret uang rampok nama kontak utk selesai aalamt email sdh tokopedia ansharikaef gmail com,negative
bagus semenjak fitur nego klo barang refund ain ruang obrol diskusi lapak,positive
it s very cool easy to buy something and best price,positive
senang,positive
batal sih lazada pesan pesan item nomor pesan tanggal juni email konfirmasi bayar lazada email lazada pesan batal pesan item nomor pesan tanggal juni konfirmasi bayar lazada email lazada pesan batal alas customer hubung alamat ikan nomor handphone hubung lazada hubung mengkomfirmasi pesan alas kali belanja lazada alamat kirim tolong bodoh alas customer rugi materi percaya lazada situs belanja online terpecaya indonesia laku tipu silah ambil uang pesan korban penpuan lazada rekomendasi lazada lazada tipu publik berita masyarakat indonesia,negative
belanja gak pake ribet lazada bohong sy belanja dilazada pd tgl des barang sy terima pd tgl jan barang cacat sy isi lengkap persyaratan tukar barang lazada sy kirim pd tgl via jne paket yes pd tgl sy terima email perihal dana lazada pdhal sy tukar alas barang kosong dr supplier sy beli dr lazada dg jual lazada langsung barang cek dg link yg sisa item harga mahal lazada tdk tukar barang cacat tsb ngotot utk dana ok sy dana kerja tgljan tp pd tgl jan sy terima dana barang tsb dana ongkir barang sy sy via chat lazada sulit dg sy utk tunggu tgl jan dana blm terima utk contact lazada lg dana sy terima sy complain n dana sulit dg resi kirim jne sy yg gak sy kirim gmn barang terima sampe proses dana utk resi tsb no sen sy untung no resi tsb admin bukti mutasi bank sy dr tgl jan utk bukti kalo sy blm terima dana gimana terima dana bom dibalikin sy kirim bukti mutasi bank sy yg sifat sgt pribadi transfer balikin uang kasih bukti kalo uang uda transfer tp sy yg dimintain bukti mutasi bank sy edan admin tsb fahrurozi bantu proses dlm xjam sdh tgl stlh xjam tdk kabar dr lazada uang ongkir rb total proses kirim bank bca segitu proses sy loh kirim uang lgs nyampe tp sulit sampe segitunya sy sdh sabar ribetnya syarat barang tunggu ketidakjelasan dr proses kerja dana bukti mutasi bank tulis complain publik tulis complain publik korban lazada nasib contact sy susah sulit dana korban harap lazada ditindaklanjuti wajib tutup korban hati belanja online khusus dilazada,negative
belanja produk smartphone trkhir belanja samsung galaxy j tunggu pembayan ya kali belanja trims,positive
wadddohhhhh sperti traveloka nya mas coba bayang posisi sy sy laku beli voucer tiket tgl mei payment sdh laku saldo bank sy sdh potong nila harga room tsb sesuai kode angka price traveloka voucer hotel nya terbit tgl mei sy komplain cs krn sdh take off kota tuju tgl mei sy landing kota tuju voucer hotel terbita sy komplain cs sampe x info nya dihub bukti mutasi rekening sy sdh sy email ehhhh yg hub sy suruh nunggu sdh jam nya sy nunggu gak cek in hotel tsb status nya gantung tolong traveloka yth sy sbagai customer yg slalu traveloka hotel tsb sdh penuh kamar nya dmn tanggung sy rugi dgn kondisi,negative
aman jual beli online,positive
belanja lazada kali april order laku tnggal agustus order order tgl agustus lambat terima nya kali kali order laku order kali tgl augustus oktober terima laku adu lazada tgl september laku kali sesi live chat terima kali telpon lazada sesi chat telpon laku informasi klarifikasi nomor order nomor resi item adu tindak laku lihat hasil sesi chat expedition telpon klarifikasi informasi nomor resi terima lazada valid jne nomor resi maksud costumer kecewa laku adu informasi absah nomor resi informasi costumer servis lazada costumer service tunggu team investigasi hubung sesi live chat tgl oct telpon lazada fakta lazada lindung konsumen kerja lindung konsumen masuk investigasi kecewa tuntut uang tindak,negative
pesan tiket harap promo wira wiri diskon maks rb usaha mes pd tgl maret jam malam promo tgl jam malam pd check out masuk kupon promo kuota promo sdh habis kecewa coba berkali informasi kuota sdh habis sdh capek paksa mes tiket com tiket yg promo citibank tiket com pakai kuota promo please stated s n k nya bikin promo kuota habis promo habis capai tgl promo sekian,negative
barang bekas inappropriate content removed kotor kecewa,negative
barang barang aja jarang unik thanks,negative
order barang tunggu oper toko toko tunggu batal janji kirim sistem bagus moga bagus saing terima kasih,positive
bbrp beli hp harga juta nyata buka ga nota ga garansi barang cacat refund sdh alam pahit urus barang yg tdk kunjung kirim lazada susah dpersulit mending ga belanja lazada sakit thx lazada layan yg senang lg,negative
order pampers tgl februari dgn no pesan blb bayar dgn transfer virtual account mandiri yg sampe dr tgl februari status kirim paket kirim blibli nex blibli nasib pesan barang telp cs suruh tunggu sampe tgl februari lambat proses beli barang tangan konsumen tolong tanggap blibli thanks,negative
kasi buka lapak share jurus jitu buka lapak ya,positive
gak belanja glamour gak simple clean kayak tokopedia,negative
min gimana nya batal mesan ya trims tolong ya,positive
diskon kirim cepat,positive
belanja kecewa ter recomended belanja bukalapak,positive
very easy to access free delivery good quality good price cheaper very recommended and i love this os coz so many discount hehehe,positive
toko jual lazada update dicel lazada kena after sales service nya produk rusak diservice sesuai buku garansi,negative
laku mesan tokopedia jam pagi laku bayar maximum jam hasil laku bayar jam nyata tokopedia konfirmasi beli tiket kereta jam tokopedia laku batal tiket terkotang katung berangkat hubung custumer service malam siang hubung,negative
tokopedia bukalapak sungguh aplikasi tokopedia henti nampak aplikasi milik struktur script pemrograman tata rapih skali force close sungguh sayang,positive
alam gw belanja blibli com karna belanja lapak belah gw percaya karna iklan naung usaha lumayan indonesia tanggal october gw laku beli nomor pesan private info removed smp tanggal oktober barang bom nyampe tangan gw hubungin cs blibli kurir batas kirim sih sampe tanggal november gw sih mas sabar aja nunggu sampe tanggal bom sampe barang tangan gw terpksa gw tuntut blibli ayo deh basa smp bom proses sm blibli biar laporin aja nih usaha kalo ga tanggung terimakasih,negative
oke bangettttttttttttt dehhhhhh,positive
barang cepet jamin uang,positive
nice nice,positive
belanja online web order via line responnya bagus kalo udah konfirmasi bayar langsung pemberitahuan barang kirim gaada bikin orang was was aja udah ngehubungin cs nya proses email yg terima aja gaada pokok pelayananya jelek gaakan belanja belanja kaya kecewa,negative
pesan oem quick change key capo gitar lbh minggu yg tp ga dtg barang pdhl barang butuh percaya kpd lazada tp trnyata kecewa udh dpt email lambat kirim dr lazada tp barang ttp blm hubungin kmn,negative
order ga lengkap oos konfirmasi kalo oos x blanja x oos website ga up to date cs respon tau brg oos ga info langgan smp berhari email cs br info brg oos never again blanja kapok,negative
kali belanja lazada udh kena tipu yg krim produk abal abalan garansi tobat deh,negative
diskon bagus,positive
tiket com muas proses bookingnya mudah,positive
tgl agustus order samsung j via blibli com bayar sukses cicil kartu kredit minggu pesan kirim nyata buka packing kirim nyata isi samsung j harap nyata kirim samsung galaxy v plus akhirnnya telpon costumer care blibli com complain request return barang tgl janji direspon cepat nyata respon telpon telpon an costumer relationship telpon maaf janji kirim orang jemput barang salah kirim besok janji besok wib orang jemput barang informasi barang jemput kerja telpon blibli com komfirmasi barang return terima nyata bohong belaka telpon costumer care blibli com muas janji direspon nyata direspon via email solusi telpon tgl wib ganti bayar kartu kredit tukar product proses lega hati lanjur luka janji blibli com tgl blibli com respon no pesan private info removed mohon tanggung blibli com,negative
diupdate the all new olx mudah situs olx pusing ribet,negative
asdasdasdaacxasmdklamsdlkamskldmaslkm lkasmdlk aslkdmsalkmd alksmdlk amsd malsmdksmak maksdmj ahuiq uwoieuqo ijdkjans skq,positive
respon layan cepat blm free ongkir,positive
pym xvi vi laku beli nomor invoice tsb b o m baju online murah tanggal juni beum notifikasi kena pesan login akun masuk kode otp kirim nomor nomor hangus ubah bingung ubah nomor hp login coba akun hubung jual respon status online coba hubung cs tokopedia balas twitter facebook tokopediacare hubung sangattttt butuh barang lebaran coba hubung jual bilang order batal bayar email pemberitahuan uang lumayan tahan saldo tokopedia yg buka sumpah nyesel banget belanja tokopedia kali belanja layan buruk dulunya bukalapak hambat bingung adu,negative
free ongkir sih kemaren tp barang nyampe ampe an aja boong sampah ribet pulak,negative
mes kemeja merk logo nyata kirim kemeja bermerk yg nyata merek logo kecewa vip memberitahukan artikel kemeja rebut merk logo masuk vip minat belanja vip barangy murah trims,negative
so far belanja bukalapak ribet lelet cs nya juara very helpful,positive
komplain an follow up makan problem solved uang ikan voucher diskon beli saran blibli hati hati pilih merchant,positive
tanggal mei laku bayar rp sistem cicil cc bni beli buah asus fonepad fe cg spesifikasi internal memori gb estimasi barang tanggal mei sangka barang terima tanggal mei senang cepat buka bungkus baca spesifikasi dus internal yg tulis gb cek nyata tipe asus terima fe cg pasar mahal jual rp jujur kesal tipu lsg telp cs blibli com arah isi form retur hubung,positive
jamiman aman transaksi elektronis dsn barang terima real time kondisi barang muas,positive
beli barang kali package inappropriate content removed barang cacat mo prosedur berbelitx,negative
dear blibli kali belanja situs ecommerce beli iphone s gb grey garansi resmi tarik beli harga diskon kecewa kirim laku bayar tanggal desember tulis review status pesan proses beli ecommerce wilayah jabodetabek minggu bayar besok barang moga layan blibli tingkat khusus kirim barang proses kirim jabodetabek minggu regards,negative
ubah ubah yg sifat positif konstruktif deduktif destruktif coba olx indonesia ajar fb tweeter yg mrk ubah arti positif adaptif laku olx olx indonesia buang sia yg investasi yg bangun buah sistem format yg familiar akar user buyer seller aset harga org naif buang fb yg lihat fb laku perubahan yg laku pabrik kendara jepang kaizen perubahan konsisten tuju utama utk customer ubah dedikasi customer asa tangible konsumen produsen produk yg hasil sempurna yg olx laku berangus yg ganti dgn yg konsep format yg beda hakiki core terang maaf dungu dungu mohon maaf jujur sayang olx,negative
mudah beli call center banding on line,positive
minggu buka lapak langsung order mantapp,positive
kali beli barang blibli late delivery sayang toko online sameday delivery,negative
inappropriate content removed aja lu sampe nunggu,negative
order lenovo livo s no pesan tgl juli estimasi barang tgl juli barang blm status tunggu oengambilan kurir dr tgl juli kurir blibli com orang aja pickup pesan biaya kirim gratis proses kirim lambat member blibli com laku order ol shop,negative
no order produk miyako beli cacat pisau lepas blibli janji mengirmkan kurir ambil barang tanggal ditungguin pemberitahuan komplain janji lg tgl tungguin lg pemberitahuan komplain lg janji tgl kurir tungguin lg kurir pemberitahuan komplain lg suruh barang kirim dasar sial lo pikir cm wkt lo aja yg harga balikin wkt gue nungguin kurir lo,negative
tanggal januari beli helm blibli com jual rajamotor kirim tanggal januari februari mes ubung blibli com fasilitas live chat pesan bilang stok nya cariin tanggal january wakil blibli telepon sore wita informasi barang stok kirim jumat januari tunggu kenan tunggu pesan batal ya kalo barang kirim besok jumat january tunggu sabtu minggu senin selasa february pesan ambil kurir ncs tanggal february kece status website ncs tracking barang jakarta tanggal februari salah staff ncs telepon konfirmasi kirim pesan jam sore wita menuggu barang malam wita kurir jam malam aneh rentan february pesan customer care live blibli sedia tunggu batal pesan ajar banget gak tuh enak jidat esok tanggal februari buka pesan buka yg rontok jatuh helm kemas kirim kondisi bagus rusak lihat helm helm rupa bahan kulit rontok pecah rontok jatuh langsung lapor produk beli foto bukti helm terima kondisi rusak tanggal februari email blibli nyata terima klaim order tanggal februaro kirim helm rusak blibli terima tanggal februari informasi kena klaim produk rusak lanjur beli inti belanja blibli com kirim customer care nya sopan keluh main ancam batal,negative
kalo order toko ongkir nya gabung gilir gak yaa,negative
mes lensa cap sony blibli com beli barang proses bayar laku laku transfer via bank mandiri tulis barang mas proses hubung customer care batal barang uang kirim gmail customer care gmail proses kerja iklan kerja jam seninminggu trus buka aplikasi blibli com android nyata gagal koneksi server coba buka blibli browser nyata buka arti lari online shop percaya lazada tokopedia bukalapak com payah,negative
kali coba pakai jasa travelok com tarik harga airlines lihat lembar urut murah mahal mudah hemat pikir pilih salah maskapai promo isi nama tumpang simsallabim harga ubah x lipat alas sistem maskapai mengupdate harga dasar tiket basic rate ubah kapasitas kursi fluktuasi mata uang polos pikir oh harga ubah batal cari ulang buka trav com nya tampil harga murah bayar ubah x lipat fluktuasi mata uang asing dahsyat fluktuasi uang dunia telp customer service traveloka bilang harga valid harga bayar kasih bandrol kalo harga gak segitu harga x lipat buang test menu bayar tebak hadiah harga sesuai bandrol,positive
transaksi gagal uang kunjung tokopedia dikomplen jawabanya peroses kait unag tokopedia,negative
lengkap harga murah,positive
muantabhhhhhhhh,positive
tanggal desember mes item barang nomer order vip plaza web tulis barang sedia kirim barang kunjung hubung cs vip plaza repons lambat muas cs alas lambat stok barang kosong tunggu kirim supplier kirim supplier adalh kerja web tulis stok barang updating stock barang lamban tanggal desember kirim vip plaza barang kirim total barang pesan hubung cs vip plaza respon lambat email balas muas konfirmasi kait janji info email konfirmasi kena adu hubung nomor telepon cs vip plaza tera web private info removed tekan tombol bicara cs sambung telepon putus bicara cs sambung telepon otomatis teputus jujur kecewa layan vip plaza belanja online kali kecewa layan vip plaza slow reponse bukti sbagai online shop terpercata moga vip plaza benah layan tingkat percaya konsumen,negative
always happy buy in matahari excellent online store,positive
layan percaya,positive
barang mahal mahal,negative
suami beli iphone gb blibli com juni kemarin sbg kejut stlh pakai wkt wifi nyala mati hp mereset nyata nyala reset factory setting itune jg bantu stlh hubung cs bbrp kali saran kirim blibli hp pegang merchant kabar blibli telepon resolusi pemberitahuan brp tunggu pakai dlm servis harga barang murah kejut pahit kecewa harap ganti unit cepat,negative
belanja blibli tgl feb lgsg laku bayar tlp cs blibli tgl feb barang kirim tgl feb mesan tgl feb kirim tgl feb barang terima kirim bekas tangerang tolong blibli profesional harap barang cepat,negative
muslim market layan bagus kirim cepat khualitas bagus,positive
tgl feb pesan prodak hp barang dtg tgl kecewa prodak tsb fungsi dg jamin barang tukar dg yg gak percaya dg blibli com suami bilang coba nyata confirm e mail customernya sikap dg tgl ditelp janji barang ambil kurir tgl kurir dtg takut bismillah aja tgl via e mail tgl confirm via email barang ganti kirim yg ragu senang tgl mar hp ganti puas dg layan blibli com moga belanja online yg percaya terima kasih team blibli com,positive
salah customer lazada beli unit tanggal des des no resi cek order tracking update email private info removed tanggapin complain barang kirim ya jakarta malang sih kirim at least no resi jne bikin hati tenang,negative
ga kecewa boking tiket com bantu traveling aja responnya super cepat utama bayar transfer atm jd ga ribet n ga susah yg atm doang ga ribet ribet pake kartu kredit pmbayaran jenis yg ga orang n ngerti bayar makasih tiket com udh teman setia traveling k aja,positive
when i saw glorope site it seem great so i purchased a cat collar right away but it does glow very very low not bright like website shows,negative
daftar barang sedia barang sesuai transaksi gagal,negative
rekomendasi belanja,positive
suka proses transaksi buka lapak transparan,positive
neng belanja blibli com harga nya sesuai kantong diskon yg,positive
bukalapak mantap harga saing mantaap,positive
redesignnya aneh,negative
layan muas responsif moga sukses oke salam sehat crew bukalapak,positive
good job fast respon i like it thank you,positive
kode unik cashback beli fasilitas promosi free bukalapak cari untung,negative
cs merespon cepat solutif,positive
kalo ngevote hadiah smarphone samsung iseng aja tau beneran,positive
pesan sweater dishop max barang ga otomatis mesan batal saldo checkout dishop barang muncul no resi inti ko pesan barang toko beda ga kirim tolong maintainance shop nya tingkat,negative
bad,negative
langgan setia blibli udah ratus kali order blibli hehe bli harga mahal koq belanja bli hehe rajin ngecek web bli yg tarik beli beli jual sih sembako udah murah gratis ongkir ecommerce udah jarang yg gratis ongkir cuman bli aja yg freeong udah nyetok beras kg ya dri bli hehe bli enak share login aja udah bayar kumpulin poin udah tuker vocher ribu tapibblanja ye aktif bli packingnya rapiiih banget beli minyak karton dipacking kardus kayu busyeet tuh ongkirnya pake j sih puas banget blibli teman kantor udah racunin belanja blibli paket blibli yg alamat kantor makas blibli,positive
blibli salah ecommerce bagus indonesia kemapuan sumber daya nya kalo ngasih estimasi gak telat udah gitu kalo barang dibalikin promo situs susah akses menang aja moga diblibli kalo promo yg udah menang gak biar,positive
sukses sukses and sukses bos bukalapak with armada and crewnya yg sigep dlm layan saran lapak yg nakal kluarin bukalapak contoh yg alami dibohongin barang belian status kirim cek kurir kirim nyata lapak bohong nomor resi palsu nilai barang yg beli kesal bohong dikerjain bgitu,positive
ntah sepi jual,negative
pesan barang transfer transaksi batal blanja indikasi penyalahgunaan oke tunggu dana aja eh udah minggu nggak kabar coba cek akun via web tau status dana nyata nggak historynya order bayar tuh historynya bingung cari nomor order ubek email ga ketemu email transaksi ga hapus email internet bankingnya untung screenshot komplain seller batal seller komplain csnya ya moga aja kelar beli shopee dicancel seller uang langsung cepet kena cancel,negative
barang pesan kirim cepat intip bukalapak,positive
pesan speedup pad genius gold tablet blibli com tanggal agustus nomor pesan status tunggu ambil kurir pesan toko online belah yg pesan tanggal received on destination diblibli proses kirim mohon tanggap,negative
barang terima sesuai yg harap khawatir zalora terima refund proses refund nya maksimal jam rekening konfirmasi barang laku email telepon cust service nya tanggap cepat ambil tindak terima barang cacat zalora refund uang barang yg cacat how can t i love shopping online thru zalora they serve us excellently what i like best is the refund procedure is easy and fast,positive
belanja blibli ndak cuman ya system webnya bug nya contoh nih pesan no pesan private info removed ss http prnt sc ecfky barang terima ya status web blibli kirim barang nyampe konfirmasi biar merchantnya cair uang gmn system web blibli yg error,positive
sentuh kalang kelas pilih barang agam barang stok langka bukalapak,positive
beli barang salah merchant yg percaya blibli com dgn nilai juta rupiah dgn metode bayar cicil bca akibat salah blibli com logistik terima barang blibli com informasi barang terima lapor customer service pilih tunggu barang kirim refund pilih tunggu butuh barang nya barang hubung customer service refund mesan barang proses refund respon customer service hadap yg alami lamban solusi kecewa barang terima status proses refund bayar cicil bca barang yg terima alam yg buruk layan ecommerce yg beli barang merchant yg layan ecommerce direct merchant tsb mengalamai kapok belanja blibli com tunggu solusi blibli com belanja blibli com promo yg tarik belanja jual yg tanggung promo banding belanja jual yg promo tanggung,negative
pesan barang beda supplier kirim tdk barang yg slmat sampe tp barang yg ni produk selai coklat kirim telatt bgt minggu krn sen yg ok ok aja gua ga perhati packaging lgs aja gua bayar kurir stlh kurir pergi alamakkk kardosnya minyak pikir buruk bukti selai yg gua dpt tp botol tumpah coklat yg ga karuan ga yg makan kecuali sisa coklat yg belepotan botol bener kecewa lazada diskon yg gua buntung,negative
good experience with tokopedia x belanja,positive
teliti paham dapet barang bagus dg harga bagus,positive
bantu aktivitas,positive
x booking tiket kereta utk jalan bisnis tdk reimburst full krn total harga yg cantum aplikasi voucher tiket beda aplikasi total harga sdh masuk biaya layan voucher tdk dicantumin,negative
pesan barang dilazada cakap via koment fb ambil chat ahir cs info detail email tanggal desember wib silah cek inbox spam junk email terima kasih sagita isi email informasi dasar konfirmasi jasa kirim pesan norma no pesan hasil terima isi balas komen fb tu email yg kirim terima barang nama pake kurir barang blm alamat tuju tolong upload tanda terima terima alamat yg tuju balas mohon maaf menindaklanjuti mohon tunggu kembang raras inti lazada tukang tipu tanggung janji,negative
situs jual beli onlen mahal cs cuek susah hubung beli lengkap make up taghan tera atm bayar email lha beda gin komplaiin via chat ga bales email responnya ramah belanja kali eh trnyata mas biaya administrasi yg bayar situs yg anehhhhhh,negative
sy kali belanja blibli com awalny sy ragu tp mkanya sy order barang blibli com cm sy kecewa pas liat estimasi barang tangan beli sy harga customer serviceny yg ramah fast respon prtanyaan sy yg pd akhirny sy laku bayar sy orang blibli com jd sy g tau mekanismeny gmn jd sy bs harap kpd blibli com klo ad yg pesan barang diresponlah cepat pengirimanny krena barang yg pes bs smoga barang pesan sy smpai sesuai harap sy jngn pulak dah nympai barangny bagus klo sy g tau hrus bilang terima kasih,negative
