Sentence,Label
saya mes barang tanggal  kirim tanggal  no pesan private info removed bayar cod barang pesan rumah estimasi golong tanggal  juli kirim normal  kota saya saya lelah keluh blibli tanggap saja sangat kecewa usaha blibli profesional konsisten tanggal estimasi beri barang kecewa berat belanja blibli estimasi blibli tanggung sekali,negative
kecewa moga tahan yg baik,positive
layan cepat hebat,positive
sy jual bl  thn jual sy laris lancar tentu krn sy krn yg butuh barang tsb jika keluh problem admin bl jg fast response solusi yg efektif lanjutkaaaaan,positive
kamu mudah hampir cari inappropriate content removed rata sedia aman ketat transasksi mudah notif cerewet cerewet bagus lohh ngingetin heheheh retur ga sulit mantab deh pokok sekarang apa cari pikir cari bukalapak hampir butuh ya hahahahaha terus maju yaa sukses bukalapak,positive
harga tiket com kompetitif kalau buka apps langsung tiket com terkadang mahal search flight skyscanner wego murah tapi overall oke banget recomended fast respon thx tiket com,positive
so far ok kualitas barang packaging paket mesan by onlinenya nggak ribet tapi kirim barang lama based jakarta makan  hari  langsung sampai,positive
jamin uang aman,positive
gatau bgt belanja bukalapak aman mudah tinggal searching mau bayar beres tinggal duduk manis aja nunggu paket dateng jamin uang kembali,positive
lucu sih liat diskon gede mouse gaming yg  di website tera harga asli jt lebih dgn diskon   what telah kunjung outlet gaming harga asli rb yasalaam begitu tipu,negative
barang minggu sampai konfirmasi bayar dpt feedback apa vip plaza telp cs susah sekali email telp berkali no respon sangat buruk layan,negative
saya kali belanja blibli com alam kecewa tiap kali order barang kirim cepat packaging rapi barang beli kondisi baik selain itu program cicil  bayar mudah poin tambah alam belanja blibli com senang keep up the good work for all blibli s team,positive
good job mataharimall com is the best for u,positive
cs boot email cs boot live chat boot parah ckck udah transfer transaksi gk verifikasi dibatalin refund no respond mending belanja belah moga duit haram berkah usaha bikin sakit hati sekian kali cukup x kecewa,negative
mohon tanggap lazada barang terima tpi muas barang rusak apakah kirim barang cek dahulu sungguh kecewa sangat,negative
alam belanja blibli com komptitor lain blibli com cepat kirim dr estimasi yg yg mepet blibli com klo apaapa tntng sen langsung konfirmasi alih dr jne kurir aja kasi tau yg engga blibli com klo nanya nanya doang ga ad webnya ttp dilayanin gakaya toko belah poko puas deh tingkat layan ya biar percaya meninggkat sukses blibli salam hangat terdasyat untk keluarga indonesia,positive
belanja muslim market amanah menyenangakan pilih produk harga nya cetar mudah pilih busana hijab saya moga sukses amanah,positive
saya pesan sweater dishop max barang ga otomatis mesan batal saldo saya checkout dishop barang  muncul no resi inti ko pesan barang toko beda ga kirim tolong maintainance shop nya tingkat,negative
kirim sih free ga kurir udah gitu klo butuh cepet mending order blibli deh bikin kesel nungguin kirim kalah lapak belah kirim pake kurir yg pilih hadeeehh,negative
good service quality,positive
saran  agar sedia program cicil kartu kredit  barang produk tentu bagai contoh beli barang olshop belah total rb jadi cicil  kartu kredit buka lapak cicil laku  barang min belanja tentu  alangkah lbh free ongkos kirim terima kasih perhati,positive
vvv,negative
saya alam buruk salahsatu lapak dan kali mana pesan jelas status kirim belum tolong seleksi kembali,positive
ini alam mes tiket tiket com telah ikut tunjuk mudah hemat tenaga sangat bantu sekali simpul pakai tiket com muas cepat akurat terima kasih,positive
kalok ngecantumkan alamat kemlagi timur rt  rw  kec kemlagi mojokerto benar kalok salah rubah saya takut barang nggak nyampek rumah,positive
belum boking situs maskapai coba tiket com gak laku lagi ui nya simple cepat proses penting harga murah saran cepat mudah tahan atw klw tingkat,positive
gan ngembaliin barang  gimana bolt orion toko gadget mansion terima tgl  juni  drivernya eror melulu,negative
haven t a clue who they are,negative
simpel praktis mudah erti bayar aman,positive
aplikasi belanja online baik milik info barang jelas harga jangkau bayar mudah refund nilai nya pokok nya,positive
saya muhammad fauzi topup saldo alfamidi kode vocher awye    transaksi sukses id transaksi sld private info removed tapi saldo bertammbah kirim email bantu puluh kali tanghapan hub custumer care tlp biar pulsa habisa puluh ribu ttap tanggap solusi suruh tunggu x jam jam padahal uang dagang beli dagang tokopedia sekarang modal dagang hari andal uang tolong uang brrharga nama muhammad fauzi no hp private info removed tolong balas nya uang mana diam,negative
i had the best experience of online shopping in this marketplace i love the products especially fashion and the delivery is so fast the package is so good too clean and neat love it,positive
lazada jual hp rusak tanggal  desember tanggal yg hp kembali proses yg belit belit kabar uang lazada pernahemberikannya,negative
kualitas barang bagus,positive
payah kursi pilih ngga sesuai orang milihnya gerbong  kasih gerbong  gimana sih,negative
order xiaomi redmi note   gb bayar kartu kredit tgl  feb  estimasi kirim  feb  jasa rpx priority package tambah biaya   saya csnya yg rpx priority pacakage barang cepat sampai nah beli modem jne dtang sesuai estimasi sekarang bayar gak estimasi kirim dri blibli putus refund mudah mudah proses refundnya gak lama layan parah blibli coba i cekdi merchant push logistik kapok belanja blibli,negative
cs nya kayak gak beli tipu jual rugi masalah tokopedia lg maraton  kelar timbul lg  masalah udh lapor layan guna tgl  juni  sampe skrg gk respon saya jual rugi krn udh kirim barang terima beli tapi status tokopedia on process check resi web kurir delivered beli konfirm enak barang gak sesuai ekspetasi padahal barang yg jual pakai foto asli yg foto sendiri udh yg foto gk sesuai harap gk konfirmasi terima barang kalau gk suka ya kembaliin brgnya gk kembali gk konfirmasi di tokopedia error pula ini kayak jual disudutin ya beli raja jual direndahin,negative
good service,positive
so far kecewa sesuai harap tepat kirim sesuai barang pilih harga d,positive
i ve many times shop from here because they products is cheapest also guaranteed,positive
low price,positive
tidak control admin situs sellernya kirim tidak transfer beli sdh potong parah tdk customer service yg bs hubung kerja nomernya tdk info website luarbiasa buruk,negative
mohon tambah fasilitas bayar e commerece mudah transaksi over all bagus fitur barang jenis,positive
tahan layan yg jalan,positive
tokopedia andal bayar inv  xvi vi  proses verifikasi bayar dana potong kirim gagal proses transaksi stok barang ada akibat limit kartu kredit belanja online shop tokopedia ol shop tunggu  kerja cair dana kartu kredit saya saya rugi kejut istimewa isteri eh keluh sakit hati tokopedia murni salah sistem stocking tokopedia mana beli bayar tinggal terima barang tetapi uang potong barang dapat uang nya  kerja salam kecewa beli online rb,negative
jual beli bl manfaat thank you  skripsi bl lengkap kompetitif user friendly kritik nya  buyer nakal klik beli bayar batal tabrak lari tindak sebab stock kosong beli buyer potensi warning nya batal  stock muncul  tambah biaya kode transfer tunai nya mahal  rupiah hehehe moga depan sempurna thanks a lot,positive
biasa lazada bwt sen popok anak krn bner hrga ny miring uda bbrpa kali bli cod layan cepet makin ksni jd t tarik liat yg lain ud bbrp kali bli brg sy ro bohlam led ny philips krn lumayan murah dg sistem paket harbolnas kmrn suami kpkiran ambil led tv yg mang qt lg hunting kbetulan hrga spesial jd deh order testi ny jg bagus mnurut status pesan kirim tik no resi private info removed kira brg dtg bsk tp bis baca testi negatif sya jd rada was moga ga t ulang pngalamanya ga enak ny sy aamiin,negative
belanja blibli puas selain bayat yg mudah barang cepat sampai pavking aman yg keren update via sms utk nomer resi jd ga cek websitenya top,positive
live chat coba berkali sibuk terus adminnya kali ya pesan gk dikirim kapok deh gk lagi kali order udah diginiin moga maju deh,negative
saya transaksi tokopedia pda tgl  trnsfer tgl  lupa konfirmasi tgl  n trnsaksi batal pdahal tokopedia checking otomatis enggak lalu komplain kmna uang pergi knpa gk masuk k saldo saya komplai k custmservis tgl  dberikan baku cek sampai tanggal  tokopedia gitu terus hallo tokopedia selesai jawab dichek padahal kirim bukti trnsfer x pasu no rek n nama nya yg trnsaksi sumpah bikin males belanja pakai tokopedia layan buruk,negative
bagus pesan private info removed sampe skr blm ditindaklanjuti bagus pdhl laku pmbyran tgl  azka sangat sayang ya pak kendala ini azka dan bapak aju cepat kirim ya pak pesan bagus iya mbk soal barang kado besok azka baik pak bagus mohon maaf pak perihal buat lapor rekan winda azka namun mohon maaf proses follow up tunggu report kirim pak bagus private info removed jg pesan azka kami bantu laku proses follow upnya pak kala kirim off kerja pak pulang azka jadi laku follow up esok hari kerja ikut bagus oalah berat besok kado pindah pak boss belikan mbk bagus trus pesan enak diapain ya mbk azka azka baik bapak bagus bagus kirain dgn beli blibli dpt barang cepat dinomarket ato lazada bagus mbk azka itu kalo batal hny vocer tp kalo gak kirim kesini gak bagus drpd jg kembali blibli azka kami mohon maaf pak bagus perihal bapak bayar metode bayar transfer rekening mandiri ya pak konfirmasi bayar  kerja azka baru pesan bapak bagus proses azka yang mana proses  kerja proses kece produk kirim pak bagus iya mbk saya yg maaf salah pilih bayar azka untuk produk bantu pasti cepat pak alamat kirim jawa timur ya pak besok sampai azka paling cepat selasa pak bantu azka dan kirim kerja jam kerja pak bagus bagus mungkin solusi mbk azka konsumen yg salah cerewet sprt mbk azka sabtu minggu kirim pak azka benar bapak bagus salah pak azka kami maklum pak bapak paham sistem ya pak pak bantu follow up kala perihal ini azka agar pesan bapak kirim bapak terima bagus pdhl blibli gak sprt lo mbk saya dah member th belanja blibli azka baik bapak bagus mohon maaf ya pak azka memang kirim pesan overload pak mana ratenya sekali proses sesuai pak pesan customer terima waktu,negative
i recomended all of you guys,positive
user interface yg saji toped tarik ribet mudah guna masih bingung,negative
nyata korban ya lazada pas baca nominal sampe juta bilang kecil tanggal  desember  order token pln nila rb batal sistem alhasil proses refund dana isi formulir refund online sampai dana direfund bukti transfer aku lazada temu bayar dalam hati cek transfer males x ya cek mutasi sampe bilang ga masuk dana alhasil complain sekian kali capture screen mutasi transaksi sebut lihat direfund rb saya jangan pernah beli di lazada lagiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,negative
very innovative great shopping experience great and wide variety line of products,positive
sekitar minggu pesan sepatu blibli iseng coba website belanja online barang pesan senin proses besok konfirmasi besok tunggu pesan kurir besok rumah jumat baru pesan alam buruk tapi situ saja barang tunggu  hari pakai jumat acara kira saya paham bahan sepatu kulit asli harga relatif murah barang asli barang saama beda iklan sama sedikit gambar produk kecewa tipu tidak heran voucher belanja  ribu daftar baru barang beli harga  ribu harga  ribu tutup raup untung barang mahal barang pulung rumah rekomendasi website blibli sarana belanja online,negative
i like this company because many cheap things,positive
saya beli iphone s harga    kode mesan  websitenya diberitahukan barang refurbished telah item terima bawa agen resmi iphone barang rekon refurbished saya komplain lazada cs nya barang  original sikeras kembali barang sesuai dg websitenya cs nya jg evaluasi quality control lazada barang kirim gudang lazada telah  kabar barang kembali barang tolak review tim qc lazada barang refurbished sesuai website sungguh kecewa websitenya informasi refurbished qc konfirmasi barang refurbished minta refund barang sesuai ada tetapi email keluh lazada balas yg cepat respon telpon private info removed sibuk mudah alam belanja lazada tipu,negative
saya sesal belanja bukalapak harga hak beli yg rugi jual yg kirim barang tdk sesuai foto lapak bukalapak bayar penuh jual duli berat saya,negative
semua bagus pembahruan situs olx ini  orang ikat olx karyawannya orang bodoh technologi it pilih hadap tampil situs olx olx  olx kemunduruan technologi interface lahir cacat premature,negative
sangat manfaat jual beli lapak ini,positive
make me easier to shop just one click competitive price with lots of promos,positive
condro aris widodo layan jelek barang pesan pesan  july  konfirmasi kirim  november  sayangs ekali informasi kirim informasi transaksi mohon tindak lanjut ini,negative
what s great about the company,positive
saya rugi waktu bigwish  transaksi dan transaksi blibli jujur percaya rekan rekomendasi blibli namun guna kecewa tanggal  kabar stok barang warna pesan habis saya sms aku blibli tawar warna namun aneh warna tahu ada lihat website resmi produk warna tawar produk sebut tapi coba percaya janji kirim tanggal  paket jne yes pikir tanggal  telat  barang namun tanggal  terima barang customer service blibli dari kata cs nyata barang yang pes belum kirim  janji merchant kirim sms nomor resi info lanjut sama balas hal khawatir kali belanja blibli gantung lebih janji kirim kirim jika barang paksa refund sesuai harus retur proses rekomendasi blibli belanja blibli depan karena ecommerce handle ini hindar depan,negative
di aplikasi bukapalak bantu jual produk masyarakat nusantara  saya seller lawat store terima kasih banyak matur suwon owner bukalapak,positive
saya belanja blibli tgl  feb  lgsg bayar sama saya tlp cs blibli tgl  feb barang kirim tgl  feb tetapi mesan tgl  feb kirim tgl  feb sampai barang terima kirim bekas tangerang tolong blibli profesional dan harap barang cepat sampai,negative
baik,positive
belanja bukalapak aman di bukalapak com jamin  uang barang beli uang bayar kembali,positive
saya pesan tgl  mei status nya tunggu ambil kurir kapan barang nya terima,negative
kecewa lazada beli hp merek tiger kf krn barang tdk cek alhasil langsung terima adik sya  minggu pakai hp langsung rusak sinyal mati total coba cek counter rusa ic nya bayar  ribu tolak hp murah biaya servis udah paro harga beli hp mohon lazada utk perhati kualitas barang jangan lihat harga murah jadi sembrono asal kirim kirim barang sangat sulit bangun reputasi tp sangat mudah hancur,negative
mudah blanjanya cepat responya aman jg,positive
inovasi teknologi anak bangsa sini maju umkm gelar hackathon maju didik tingkat daya beli masyarakat unik kreatif,positive
barang yang tawar sangat berfariasi sehingga buat daya tarik sendiri bagi konsumen,positive
pesan barang tgl juni skrg tgl juni barang blm juga lihat tracking tik manifested jakarta tgl juni pesan tgl jun jalan mana aja kali belanja bhinneka tidak akan pernah saya buka web bhinneka lagi belanja online alami kirim,negative
dari sisi user interface web olx buruk dulu teknologi baru html usernya kabur user interface buruk selain user interface tampil web fitur hubung jual langsung hilang juga sulit beli kontak langsung jual repot jual web aplikasi hubung beli mana aplikasi webnya lambat bagus olx aplikasi chat coba ajar tokopedia beli jual notifikasi email merespon jual jawab beli notifikasi by email cepat respon jual beli kembali website versi lama at least tampil fitur telp smsnya,negative
kapok beli barang tokopedia marketplace ecommerce tokopedia milik kurang layan customer place usaha pondasi sdm kuat bangkrut thanks,negative
matahari store baik pilih keluarga dulu barang yg tawar agam kelas harga jangkau discount yg tarik susah pindah store lain matahari milik kita,positive
bukalapak adalah alam yang kesan aman cepat murah dan percaya rekomendasi untuk belanja atau kulak di bukalapak,positive
olx rubah tampil jelas user friendly mudah erti rubah the all new olx jauuuh beda buruk ganggu hilang contact jual wa bbm line ganggu sulit akses situs olx co id sekali muncul halaman olx co id tiba mengrefresh scroll bawah atas masalah lain olx fitur sampah fitur mapping cari iklan batas km saja harap olx rubah tampil sampah tampil saja the all new olx fail,negative
balikin oh balikin olxku duluuu lago,negative
saya belanja lazada belanja tas free ongkir belanja nya beli barang elektronik beli sisir elektrik pas pakai minggu rusak ya berpikirn positif kasar pakai nya yasudahlah trus belanja barang pompa galon elektrik wis bagus ni kan nggak bulan eh tu pompa nggak ngeluarin air ntah bingung udah coba ganti baterai nya trus pencet on off nya emang putar air kunjung keluar ah kecewa banget kiat riview alam nya saya trus ya pipa air rusak udah lanjur pesan sisir elektrik merek bagus sisir beli moga aja nggak kecewa,negative
sering aplikasi hang harga yg tawar ubah turun naik jika konfirmasi prmbayaran gak amandemen lagi dan re booking   jam lagi hal sulit  jam harga mahal telepon call centre gak solusi aplikasi hang kali kali ubah harga mahal saya pakai applikasi point maka diskon hotel lain aplikasi tidak nilai lebih,negative
pertama kali belanja blibli com ragu maklum era teknologi tipu barang yg didisplay foto keren pas barang kere alias kualitas nol sempet nanya temen belanja blibli com berkat rekomendasi temen juga coba belanja blibli com promo voucher k minimum beli k diskon  pas bgt anak mpasi bandingkan harga booster seat pilih jatuh merk pliko dan murah packing kirim muas excellent sejak alih blibli com belanja bulan harga miring barang rumah repot rumah macet ria bayar kantong plastik bawa barang abrek parkir kalo blibli com gak pake bayar plastik kardus manfaat main anak saya latih kreatifitas tentu thanks blibli eits lupa blibli ngumpulin poin tukar voucher belanja mau tau cara cuzz buka blibli com,positive
beli tgl  april  xiaomi redmi note   gb gold barang yg kirim  gb gold telah proses kembali yg uang ongkir retur juga dana sy kembali dgn alas salah spec baik kbali beli xiaomi redmi note  pro  gb gold tgl  maret  barang tgl  maret tapi yg xiaomi redmi note  gb yg pro alhasil komplain tangap santai tuker kembali heran blibli com ceroboh salah  kali turut kali website online profesional sekali niat tipu  kali turut barang yg beli kapokkkkkkkkkkkkk gua kapok habis waktu rugi ongkir retur aja blm balik,negative
telah ancam dimasukin koran twitter gubris udah lg sih semua lain kali jgn hrs ancam ya ngegubris komplain,negative
bukalapak bantu promosi jual produk saya sistem nya mudah otomatis percaya konsumen tdk kuatir ttg transaksi kembali barang jg proses dgn adil jual n beli,positive
bagus,positive
pesan tgl  des  tgl  jan  juga komplain jawabnnya suruh nunggu,negative
ui baru inappropriate content removed banget ribet judul barang d iklan ga pdhal buyer liat prtama judul yg tarik mode searching based on gps apa,negative
bold fast and fun no  ecmommerce in indonesia,positive
layan baik ada lindung jual beli regulasi sistem,positive
cari hp kelas low end mbak rumah daya banding tetangga belah harga murah kode voucher beli hp yg diskon trus dapet kode undi voucher yaa beli yg sekian kali blibli com so tetep diskon yaaa,positive
estimasi produk kunjung kirim kompensasi harap deh alas feature cod kompensasi no pesan private info removed estimasi barang terima  aug  to  sep,negative
harus penalty seller jual barang rusak expired tidak sesuai tanggap beli complain direspon serius tokopedia,negative
no pesan  bayar tgl  agustus  preorder estimasi kirim tgl  agustus  tgl  agustus   hari status tunggu ambil kurir sementara beli online shop kalo  konfirmasi seller uang kembali kes biar blibli kurir seller lambat ini akan pasti beli ini pribadi kecewa ragu belanja blibli com,negative
pokok gak keren search term nya ribet kategori mappingnya acak adul platform gak banget,negative
ada aman percaya dgn transaksi bukalapak ini krna sy sdh bukti dgn belanja alhamdullillah transakasi lancar walau kadang kendala kirim tp tdk trlalu masalah krna jamin aman barang ketang blm yg gagal sy transaksi bravo bukalapak tahan tingkat manajemen layan baik produk masuk saran keluh dr beli trimakasih,positive
transfer uang selisih  jam kode transaksi kode unik jadi dana masuk saldo konfirmasi customers service silah transaksi konfirmasi kami transaksi uang sisa kembali masuk saldo hangus alam buruk,negative
respon cepat tele percaya mudah aman jamin,positive
saya beli sepatu futsal puma order tanggal  desember  batal karna stok habis lucu ga sih dan voucher yg nilai sama beli sepatu futsal jadi yg batal alas pengirimian lazada gabisa jual ya gusah jual aja tipu inimah refund ribet poko kecewa lazada,negative
tgl  desember  beli action cam xiaomi yi di tera paket yg kotak  unit xiaomi yi tongsis go pro sd card  gb sandisk ultra waterproof case batery usb dan langsung bayar tgl  desember coba cek status order status tunggu verifikasi bayar jelas bayar sukses bayar tgl  desember dan yg parah tgl  desember cek order pesan rubah lazada jual rajawalistore pesan rubah  unit camera action cam xiaomi yi saya complain lazada lazada seprti rugi jelas yg rugi harga yg bayar harga action cam  paket tp dapat status pesan yg rubah lazada kolega nya harga  unit tipu woy jangan bawa polisi ini ini uang atas rp,positive
ini alam belanja lazada untung putus beli barang harga relatif mahal beli barang lain saya mes  item barang clutch sanwood women rivet card evening bag harga salah cantum     diskon  salah pokok bayar  item rp    saya percaya diskon besar pikir barang sesuai harga yg  rban situ cantum barang kirim negeri belum order telpon lazada kembali barang tugas kembali jangka  hr terima ok pikir masuk akal saya order barang sebut pesan catat tgl  barang terima tgl  yang kejut kecewa kualitas barang sangat padan harga diskon sekalipun model sama kualitas tara barang pasar bawah  rb mana barang harga rp     harga yg konon diskon ini pikir jebak pd tgl  telepon lazada kembali barang jawab barang kembali dlm  kerja  kirim formulir via email yg isi dahulu terima email apa esok hari via chat kembali tunggu x jam jumat  live chat prosedur kembali barang standar begitu cek pesan saya muncul anda kembali barang pesan dst anggap batas kembali sangata kecewa kapok belanja lazada yang kecewa kualitas barang sangat sesuai harga gambar tera yang aneh review barang tulis ulas produk ini klik sekali jebak tipu hati pikir baik belanja lazada,negative
kampanye,negative
harga kompetitif pilih tarik,positive
ketika mes gagal masuk tapi tiket terissue gagal tadi sedang sukses input nama terissue kami complain kecewa customer service tiket com gimana ini,negative
aku udah order ubah pikir gmana yaah caraa cancelnya please bantu,positive
layan baik customernya bahan berkwalitas mutu,positive
sulit bayar kartu kredit orang milik,negative
pertama belanja blibli com pesan langsung sampe pas belanja yg dri senin sampe sabtu pesan kunjung dateng kenapa,negative
blibli tuh cepat blibli tuh murah gak murah blibli tuh banyak promo blibli tuh packing barang jamin baru blibli tuh banyak pilih bayar cicil blibli tuh free ongkir mana blibli tuh t o p bangetz dah,positive
tampil web yg ciamik mudah beli nyaman utk belanja percaya bukalapak,positive
bukalapak adalah pilih baik dari toko yang di belah sangat mudah beli sedia bagai bayar hingga cicil jamin ukur dan lengkap maju terus tambah sukses,positive
saya terima barang pesan lazada jam tangan swiss army packingnya rapih siih diskon harga an an masalah terang website ori tapi lah buka box jam aja udah kw kw mungkin selain terang tera kalo diameter jam  cm ukur cm tang gede banget duh sesal,negative
semua packing rapi,positive
bad ux flow mistyped content annoying auto popup live chat and many more that i couldn t write it here,negative
saya beli hp xiaomi redmi note  tanggal  proses kirim nya di kirim imail gak balaes bales kecewa mohon pecerahan nya,negative
kecewa belanja lazada kali beli sepatu hadir layak jual costumer kulit sepatu kelupas kondisi buruk pakai sol lepas harga bilang murah kecewa putus ambil pusing kali beli barang resi palsu track sekali kata resi track h  track resi barang datang terima lihat barang saya nomor resi temu harap lazada servis resi palsu usaha lazada malu,negative
saya pesan sepatu tas dompet proses kirim  bulan alas proses kirim barang produk negeri saya kecewa ketidaknyamanan langgan lazada inti lazada beli barang online,negative
singkat cerita waktu kemaren order bvlgari aqva man edt  ml dengan supplier duta cosmetic harga  ribu lumayan murah sih cek laen harga    an akhir  kerja barang nyampe masa bagus kasi spoon ato lindung biar barang aman nahh buka bungkus nya bagus kw jenis parfum asli no seri bungkus botol sama ehh beda memang komplain sih dengar keluh agan males proses nya belit dan usaha lazada mengwcek barang dr supplier kirim kapok deh belanja,negative
saya pesan celana contin centour tgl  jam pagi sampe tgl  jam   no resi cod rpx gak nongol apakah barang ambil rpx blibli atau menu tracking pesan blibli update dar info saya kirim barang belanda via p s indonesia hari kerja terima tuju lha lebar pulau jawa aja udah hari dar no resi aja kagak ada keburu gk butuh lagi dar keluh maap,negative
bl hadir aplikasi yg jujur marak aksi tipu online dunia maya bl adalh salah pendekar benar dunia online belanja mudah murah jujur yg dalmnya banyk dukung lapak yg sangt respons dg hrga saing yg sangt tarik adlh bl kerja sma dg bareksa sy langsung beli reksadana saham bukareksa mudah beli saham dgn modal sedikit hrapan sya moga reksadana saham yg jual bukareksa tambh dg pilih saham yg baik mohon kpda bl aplikasi update beli jual sham reksadana bsa laku android biar bsa jual beli mna sja kpn saja,positive
kali belanja blibli com kecewa pada tanggal  maret  order mamalove baby walker sampai tgl  maret  blm terima barang tanggap blibli com suruh sabar kalau mitra belnja online jgn nipu dgn bayar yg transfer,negative
saya mes tiket kereta api mobile browser aware menu mesan kursi pisah keluarga parah kereta api sedia ganti kursi tiket pesan,negative
sistem kerja fleksibel,positive
baik,positive
cheapest and complete ecommerce,positive
bukalapak belanja keluarga mudah murah aman,positive
produk susu kirim autentik original barang kemas aman kondisi bagus,positive
gin ongkos kirim gratis tentu kurir kirim mana bayar ongkir ya yg nentuin kurir alhasil barang sangkut lamaaaaaaa sekali tetangga belah yg gratis ongkir indo,negative
kaya kalo ada cafe cod enak ya hehe,positive
ok bgt,positive
banyak pilih sesuai mampu bisa banding barang repot milik toko,positive
nga order lazada akh takut untung cari klu nga gaswatt aku dapet iphone s kaga tau bener nga liat bertanya yahh nga mending belanja langsung aja dahh,negative
sudah hitung beli tiket via traveloka lancar muas sampai ini tiket voucher hotel jalan tanggal  juni  temu masalah saya member accoradvantageplus reservasi  kamar novotel bogor tgl  juni  pada tgl  januari  buka web traveloka promo novotel bogor dgn harga rp     breakfast saat harga accor rp    breakfast krn selisih harga yg breakfast  januari  batal reservasi via accor reservasi hotel via traveloka tambah  kamar rekan tinggal  juni  pada cetak voucher terang breakfast tadi pagi konfirmasi traveloka breakfast alangkah kejut nyata voucher breakfast saya bukti screen capture pesan include breakfast astaga bagaimana mengscreen capture minat reservasi pada reservasi membandingkan pilih langsung pilih cocok dasar percaya dengan traveloka telusur harga pasang tanggal  januari  jadi ini tanggung keluar breakfast rekan saya notabene tidak murah kelas novotel logika pesan traveloka harga mahal benefit apa mes langsung via accor murah point,negative
kirim barang lambat professional,negative
hatix belanja tokopedia mending cari situs online lain beli ami shop des  salah kirim proses kirim barang yg pilih ami shop sampe malam resi kirim nya kemudian susah hubung tokopedia selesai ini ampuuun deh jelek banget servis sistem pihak ami shop balas responnya uang retur barang ganti salah ami shop,negative
refund tiket pesawat tgl  april  tgl  juni  kembali informasi dr live chat maskapai terima travelo com proses refund   kerja sdh  kerja tp jg kabar dr maskapai,negative
belanja zalora emang gaada rugi barang gambar tampil web zalora co id thankyou ya zalora sukses terus,positive
sometimes i need a more product to support my life and buy mataharimall com is my first choice,positive
aplikasi baru inappropriate content removed lot kaya server pulsa camat butuh koneksi dewa cek dagang mending hapus aja gak versi lama,negative
saya coba beli barang lazada cek ehh kaya bagus nih coba beli salah produk proses bayar selesai tunggu konfirmasi x jam sukses barang kirim besok barang proses nmr resi udah nongol tanggal  tunggu skrg  yg konfirmasi email lambat dkit dkit email yg masuk lazada keterlamabatan sangat kecewa,negative
saya order padfone s plus lama minta ampun tidak ada pasti jangan belanja di ecommerce odong ini,negative
bisa nego  pilih ekspedisi  uang aman  filter perinci,positive
ribet kalo diskon ongkir,negative
saya kecewa layan blibli mesan redmi note  no pesan private info removed pesan tanggal  maret status tunggu kirim kurir mohon kirim ini bad experiences belanja blibli,negative
keren abis mataharimall com diskon belanja mudah item lengkap dah simpel percaya guys buru belanja,positive
delivery buruk courier internal tp pasti barang terima harus resources internal mudah pantau,negative
hebat bijak tentu batal pesan bayar pakai kartu kredit kembali dana rang  ecommerce gak atur kyk gitu kapok belanja sini gak lagi deh not recommended,negative
saya ratih pusparini malam mesan laptop lenovo g amd e bid mohon batal saya bayar cicil saya telfon kartu kredit blokir beli blibli com mohon direspon batal beli bayar saya merespon jalur hukum batal nomor pesan  batal batal sekarang terima kasih,negative
kapok order sekian kali sampenya atas yg minggu status tunggu ambil kurir ngga lagi belanja sini,negative
terimakasih blibli com tinggal tunggu kirim kira ya hehehehehe maav coz aq belanja sih hehehehehe,positive
mataharimall com layan baik pelangganya misal kaya terima kritik protes beli baik semua,positive
informasi ukur sepatu pakai detil barang yg terima press untuk model sesuai,positive
cepat percaya,positive
order blibli preorder samsung note  saya paham batal pada email batal janji voucher samsung  juta rupiah nyata email voucher sebut di dunia kompensasi belanja blibli beri saat crosscheck cs suruh hubung kartu kredit saya lha tanggung blibli apa dua belanja iphone  promo bigwish  minggu kirim hubung kali barang kirim tunggu ekspedisi tiba kemarin sedia ganti warna yang harga murah saya terang pertanggungjawaban blibli terima uang bukan merchant terima uang namun blibli tolak tanggung lempar tanggung merchant akhir pagi order batal kompensasi voucher rp  ribu padahal voucher bigwish nila rp  juta turut organisasi group djarum bca bonafide bagi cs blibli baca ini tunggu selesai baik bagi tipu konsumen awam transfer blibli tanggung buang merchant semua,negative
tunggu terus promonya,positive
saya teman andromax a udh ambil cekout blibli com tanggal  klok gak salah kira rumah ku kalok gak nyampek gimana,positive
barang pes verifikasi barang kirim minta refund dana belit sampai hubung x cust care tindak dr lazada tidak beli online pakai lazada lagi,negative
when i saw glorope site it seem great so i purchased a cat collar right away but it does glow very very low not bright like website shows,negative
my first time with blibli com proses konfirmasi kirim lama opsi kirim paksa gratis tunggu terima barang beli my experience with other online shop gratis ongkir proses konfirmasi makan laku weekend sabtu minggu tunggu  kerja harus tunggu proses kirim total butuh tunggu  kerja konfirmasi makan customer milik sifat urgensi beda gratis ongkir bagus bagus customer opsi kirim bayar cepat terima proses konfirmasi lama x jam support konfirmasi bayar x jam bikin customer tunggu lama kali transaksi blibli com hari kerja transaksi hari jumat jam   butuh konfirmasi kecuali klikbca  hari libur weekend  hari kerja  hari wow proses lama perhati khusus blibli com opsi kirim pilih customer paksa gratis paksa tunggu proses birokrasi internal butuh  hari kerja week day,negative
